public_date,AERO,AGRIC,AUTOS,BANKS,BEER,BLDMT,BOOKS,BOXES,BUSSV,CHEMS,CHIPS,CLTHS,CNSTR,COAL,DRUGS,ELCEQ,FABPR,FIN,FOOD,FUN,GOLD,GUNS,HARDW,HLTH,HSHLD,INSUR,LABEQ,MACH,MEALS,MEDEQ,MINES,OIL,OTHER,PAPER,PERSV,RLEST,RTAIL,RUBBR,SHIPS,SMOKE,SODA,SOFTW,STEEL,TELCM,TOYS,TRANS,TXTLS,UTIL,WHLSL
1984-07-31,0.145053,0.113412,0.109695,0.112981,0.054972,0.116357,0.125213,0.096605,0.116432,0.129619,0.172729,0.106422,0.119155,0.070600,0.087293,0.110758,0.133952,0.189672,0.089965,0.077287,0.172172,0.122074,0.113519,0.157453,0.082137,0.142048,0.146885,0.141944,0.076958,0.146767,0.090873,0.136791,0.158518,0.116758,0.121082,0.153406,0.090703,0.111336,0.021610,0.099655,0.043985,0.127222,0.151700,0.086892,0.127988,0.126538,0.083998,0.078666,0.118925
1984-08-31,-0.031310,-0.017509,0.024007,0.056058,0.007657,-0.011166,-0.036940,-0.005878,0.004073,-0.030732,-0.103226,0.009584,0.030847,0.028773,-0.038994,-0.020909,0.000119,-0.009169,0.035117,-0.028230,0.020010,-0.024315,-0.049258,-0.097077,-0.001241,0.019412,-0.059141,-0.020964,-0.011637,-0.059158,0.010325,0.023776,0.025056,-0.053197,0.005524,0.062208,-0.002684,0.016946,-0.041345,0.028730,0.008665,-0.009319,-0.020362,0.023188,-0.027166,-0.002889,0.034616,0.049340,-0.014829
1984-09-30,0.069596,-0.031867,0.017248,0.019124,0.028822,0.002787,0.010956,0.000897,-0.015700,-0.008779,-0.023699,-0.024977,-0.004460,-0.115081,0.028656,0.016724,-0.054702,0.004700,0.025785,0.003879,-0.061791,0.038777,-0.018720,-0.005524,0.008352,0.026724,0.005203,-0.020078,0.013164,-0.031701,-0.017359,-0.044394,-0.037080,0.035970,-0.011745,-0.025086,-0.011259,0.022049,-0.013514,0.029204,0.037743,0.008734,-0.042994,-0.023228,0.003562,0.005833,0.014952,0.028064,0.000610
1984-10-31,-0.035361,0.040716,-0.030731,0.004116,-0.009506,0.014496,0.012934,-0.018054,-0.011484,-0.003702,-0.061086,-0.009377,-0.043451,0.005890,0.013458,-0.021494,-0.054468,-0.051310,0.013585,-0.043570,-0.028036,-0.069824,-0.034433,-0.054035,-0.002388,0.002916,-0.029849,-0.021854,-0.039913,-0.028173,-0.024711,-0.009059,0.012743,-0.007617,-0.047547,-0.071875,-0.027614,0.008454,-0.035579,-0.000686,-0.019449,-0.024416,-0.021363,-0.010945,-0.010247,-0.013020,0.005859,0.027469,-0.010041
1984-11-30,0.034513,-0.007986,0.049701,0.051262,0.014465,0.013490,0.050247,0.019311,0.032871,0.008596,0.037145,0.007077,0.000276,-0.042326,0.039881,0.022777,0.001478,0.030364,0.022935,0.014007,-0.094212,0.068987,0.042612,-0.002192,0.021010,0.057737,0.043680,0.032269,0.020045,0.002612,-0.009968,-0.005875,0.032108,0.028138,0.017551,0.003133,0.000044,0.013249,0.005079,0.018960,0.011438,0.017881,0.007330,0.047639,-0.055901,0.051629,-0.015212,0.023150,0.026817
1984-12-31,0.093061,0.011558,0.079609,0.096863,0.032772,0.095761,0.119229,0.057778,0.092132,0.081197,0.125582,0.142589,0.192965,0.149298,0.060902,0.122198,0.154923,0.215711,0.021067,0.145647,0.134120,0.100481,0.133877,0.180040,0.039704,0.097254,0.113608,0.112104,0.109017,0.123660,0.097397,0.060984,0.103242,0.066801,0.115352,0.074615,0.128020,0.116716,0.088001,0.010728,-0.008123,0.112850,0.122141,0.086476,0.162358,0.108174,0.098733,0.023897,0.081747
1985-01-31,0.017070,0.030315,-0.023493,0.007518,0.051157,-0.004191,0.006752,0.032896,0.020548,0.021854,-0.028622,0.025523,-0.005078,-0.016974,0.030421,0.029728,-0.041803,-0.017775,0.068003,0.038407,-0.057768,0.057919,-0.015693,0.031672,0.014576,0.047842,0.007396,-0.001224,0.049270,0.055538,0.001091,0.042850,0.052433,0.005042,0.015153,-0.033491,0.023816,0.009556,-0.009325,0.097686,0.053124,-0.003333,-0.003585,0.034887,0.065561,0.016519,0.035409,0.013187,0.007157
1985-02-28,-0.036659,0.015918,-0.045141,0.002497,0.062365,-0.046177,0.031052,0.011358,-0.008170,-0.016627,-0.051724,0.004299,-0.042243,-0.057677,0.037620,-0.032806,-0.095873,-0.006727,0.045433,0.068941,0.142048,-0.017816,-0.074705,0.002958,-0.011891,-0.007457,-0.074069,-0.021414,0.002062,0.003057,-0.011776,0.016291,0.048970,-0.033116,-0.005884,0.019378,-0.007561,-0.021470,-0.007658,0.033760,0.088657,-0.063074,-0.021567,0.040337,0.018543,-0.028593,-0.038983,0.054881,0.002130
1985-03-31,-0.031346,0.010735,-0.045034,0.042536,-0.006030,-0.012943,-0.005792,0.015694,-0.010308,0.001895,-0.056831,-0.008867,-0.009032,0.037403,-0.001699,-0.008322,-0.073237,-0.019239,-0.024859,0.008947,-0.048582,-0.015346,-0.051337,-0.053416,-0.022295,0.038984,-0.031407,-0.047782,-0.004552,-0.070030,-0.018877,0.034332,-0.020253,-0.004927,-0.004469,-0.027846,0.001001,-0.020320,-0.026856,-0.071856,-0.026433,-0.017171,-0.028675,0.006860,0.029837,-0.034564,-0.022122,0.012049,-0.018508
1985-04-30,0.106973,0.047895,0.050265,0.058265,0.069506,0.052487,0.082830,0.073569,0.075515,0.082652,0.016823,0.105775,0.020567,-0.044448,0.095470,0.060883,0.019842,0.060148,0.115920,0.018990,-0.001700,0.105328,0.039966,0.091834,0.043919,0.075567,0.046916,0.026141,0.071196,0.053277,0.008123,0.008656,0.094198,0.039397,0.087451,0.038285,0.113797,0.072010,0.185125,0.005080,0.005587,0.025831,0.011693,0.078307,0.045485,0.115140,0.028179,0.058698,0.033631
1985-05-31,0.013867,-0.039990,0.013156,0.041679,0.025561,0.008059,0.036197,0.047351,0.009315,0.015027,0.030269,0.003547,-0.008507,-0.011280,0.011897,0.007078,-0.007758,0.027538,0.032208,0.056158,-0.045574,0.006691,0.008623,0.070009,0.036836,0.021790,0.020968,-0.012460,0.001951,0.070000,0.033369,-0.004569,0.063091,0.025507,0.033465,0.016015,0.013753,0.033860,-0.023976,0.008222,0.036223,-0.025878,-0.020743,0.021713,0.039573,0.014478,0.027666,0.031926,0.016106
1985-06-30,0.038685,0.053779,-0.000862,-0.029075,-0.011738,0.010164,-0.039514,0.043037,0.002356,0.034060,0.041440,0.064235,0.014180,0.069130,-0.003169,0.038088,0.089052,0.001558,-0.048776,-0.001823,0.116443,0.022361,0.044588,-0.039303,0.028310,-0.008359,0.038526,0.038421,-0.017059,0.051427,0.032663,-0.003773,0.040699,0.047748,0.022724,0.006298,-0.058996,-0.002834,-0.025878,-0.022225,0.031220,0.057596,0.055606,-0.038466,-0.058938,0.039495,0.010487,-0.049088,0.016425
1985-07-31,-0.010890,-0.003444,-0.021087,-0.009007,0.011609,-0.017087,-0.026602,0.004558,-0.019912,-0.009305,-0.033954,0.015182,-0.032772,0.017406,0.000954,0.002281,-0.044489,-0.028161,0.033211,0.073252,0.007958,0.003260,-0.024131,-0.061242,-0.002659,-0.013374,-0.046617,-0.013297,-0.024363,-0.001266,0.021036,0.017284,-0.004590,-0.026446,0.003770,-0.003238,-0.003907,-0.001811,0.018350,-0.018120,-0.013259,-0.031953,-0.023775,0.011284,-0.009833,-0.016079,0.003846,0.024094,0.002390
1985-08-31,-0.066308,-0.052224,-0.016680,-0.055077,-0.016717,-0.037145,-0.056851,-0.061349,-0.063330,-0.028462,-0.064717,-0.032886,-0.059817,-0.022006,-0.036211,-0.067820,-0.035332,-0.084394,0.058536,-0.034266,-0.088229,-0.101873,-0.032643,-0.112011,0.007784,-0.047367,-0.049799,-0.047901,-0.040897,-0.041704,-0.036577,-0.015750,-0.066229,-0.036190,-0.064798,-0.063400,-0.043231,-0.014630,-0.141118,-0.071230,-0.023881,-0.029097,-0.061809,-0.037980,-0.037925,-0.058923,-0.012660,-0.052598,-0.050376
1985-09-30,-0.004758,0.053873,0.015484,0.089435,0.053030,0.032693,0.035131,0.059758,0.049323,0.059054,-0.014739,0.095572,-0.026654,-0.009311,0.039469,0.029220,0.013208,0.075573,0.043195,0.035334,-0.005582,0.008917,0.000148,-0.082975,0.109800,0.086285,0.021115,0.007377,0.029238,0.024621,0.026786,0.057388,0.057378,0.025893,0.043106,0.063838,0.081590,0.043064,0.156627,-0.018371,0.045193,0.043429,-0.014627,0.050560,0.063528,0.024142,0.076210,0.067244,0.033678
1985-10-31,0.075293,0.042260,0.085323,0.070342,0.054040,0.098217,0.078546,0.067784,0.068707,0.066379,0.101320,0.059513,0.074495,0.022189,0.116580,0.059672,0.041665,0.106628,0.084265,0.038987,0.052125,0.066587,0.141696,0.044917,0.062801,0.090399,0.088412,0.078249,0.083928,0.078512,0.058217,-0.000983,0.112253,0.085723,0.087426,0.051485,0.075154,0.088338,0.004186,0.078588,0.145147,0.085947,0.087467,0.076015,0.022913,0.069369,0.054536,0.033697,0.064391
1985-11-30,0.039721,0.114056,0.054500,0.064569,0.088839,0.041354,0.079081,0.035156,0.051187,0.053360,0.042134,0.025976,0.034806,0.022303,0.032274,0.079081,0.022980,0.022066,0.027569,0.034422,-0.038174,0.038690,0.037641,0.059911,0.045336,0.024702,0.065644,0.050355,0.028224,0.023047,0.029482,-0.026743,0.067442,0.061413,0.045203,-0.008755,0.039616,0.041624,0.020354,0.120903,0.014466,0.103902,0.071144,0.070214,0.047168,0.026160,0.068911,0.052773,0.043564
1985-12-31,0.012573,0.044512,0.042853,0.021079,-0.015277,0.027407,0.007155,0.032255,0.025194,0.017083,0.008421,0.055740,0.006245,-0.043777,0.016027,0.032198,0.008142,0.106629,0.016823,0.008835,0.089852,-0.038646,0.022573,-0.028748,0.014123,0.062194,0.006983,0.028775,-0.020432,0.026195,0.042358,-0.073237,0.048036,0.029510,0.027267,0.022728,0.018122,0.029950,-0.086598,0.063818,-0.009549,-0.022704,0.008325,-0.010971,0.036598,0.049292,0.051478,0.036323,0.010175
1986-01-31,0.092754,0.102339,0.093551,0.116021,0.081969,0.121764,0.113564,0.100189,0.107682,0.127304,0.083561,0.093173,0.119617,-0.036038,0.076001,0.077217,0.079995,0.067316,0.096019,0.104600,-0.082788,0.149342,0.097965,0.043829,0.089736,0.075026,0.071173,0.088303,0.092720,0.031655,0.083281,0.003753,0.115788,0.091250,0.092554,0.035045,0.074093,0.096032,0.099415,0.092804,0.144630,0.012554,0.072764,0.077253,0.056645,0.063864,0.120454,0.063726,0.069160
1986-02-28,0.054270,0.051075,0.102209,0.062734,0.120876,0.083095,0.054759,0.035940,0.069351,0.062970,0.005518,0.067456,0.106686,0.123897,0.132351,0.065094,0.060544,0.056662,0.087703,0.055783,-0.044330,0.073084,0.010585,0.065492,0.076022,0.050943,-0.003131,0.046215,0.071047,0.088843,0.052956,0.002882,0.059088,0.055002,0.042898,0.047040,0.090459,0.077466,0.018466,0.128054,0.090230,-0.003685,0.055615,0.054293,0.110528,0.037954,0.101171,0.037722,0.044144
1986-03-31,-0.047854,-0.016080,-0.073052,-0.016881,0.020089,-0.021258,-0.001772,-0.003805,-0.016031,0.006768,0.044437,0.004101,-0.021908,0.036533,0.015063,-0.033009,-0.015128,-0.054927,0.005717,0.013352,-0.097184,-0.048209,0.023008,-0.022894,-0.002140,-0.057945,0.016557,-0.008701,0.028205,0.036947,0.019651,0.008080,-0.067191,-0.022807,0.032819,0.005597,-0.008469,0.010885,0.021948,0.022847,0.033183,0.033128,-0.034543,0.007712,0.073357,-0.053386,-0.026758,-0.041465,-0.002255
1986-04-30,0.022039,0.010394,0.035527,0.048933,0.065935,0.038577,0.122541,0.087560,0.068134,0.069401,-0.001660,0.065103,0.052587,0.047106,0.074250,0.025648,0.015223,0.042475,0.096045,0.044671,0.047247,0.042867,0.046206,0.012643,0.071811,0.059642,0.019543,0.018335,0.046135,0.040702,0.023304,0.075609,0.087773,0.045883,0.002837,-0.033930,0.120676,0.073352,0.006129,0.137619,0.045711,-0.007177,0.011735,0.055009,0.098367,0.015122,0.078774,0.034034,0.043389
1986-05-31,-0.001074,-0.011460,0.000730,0.017203,0.055105,-0.005345,0.018819,-0.018525,0.026786,0.002319,-0.059362,0.056697,-0.033662,0.004698,0.077000,-0.050175,0.018119,-0.034116,0.079447,0.050531,-0.048166,0.010415,-0.059136,-0.025357,0.035697,-0.004212,-0.022077,-0.018546,0.021991,0.022127,-0.011859,-0.022694,0.051652,0.012598,0.016410,0.029907,0.043983,-0.012851,0.003406,0.096333,0.085917,-0.044569,-0.053146,0.061115,0.042175,-0.017484,0.043281,0.051619,-0.017910
1986-06-30,-0.085578,-0.101716,-0.083893,-0.068107,-0.033435,-0.075081,-0.079301,-0.038672,-0.086529,-0.065748,-0.104707,-0.083207,-0.173087,-0.103603,-0.053923,-0.074325,-0.124696,-0.099261,-0.034519,-0.129232,0.031110,-0.098088,-0.043739,-0.065495,-0.068951,-0.039958,-0.106273,-0.090227,-0.121201,-0.066989,-0.128443,-0.057823,-0.027158,-0.053492,-0.091212,-0.090584,-0.091627,-0.014588,-0.111876,-0.034054,-0.057374,-0.088513,-0.153293,-0.022026,-0.127416,-0.099774,-0.079615,0.048207,-0.068898
1986-07-31,0.069100,0.038719,0.081388,0.059459,0.000538,0.087027,0.043013,0.129077,0.048478,0.070562,0.090694,0.013787,0.049925,0.026205,0.034056,0.050905,0.037754,0.090504,0.039936,0.024913,0.149477,0.057130,0.085103,0.026981,0.032291,0.081946,0.072649,0.059097,0.028841,0.031073,0.091130,0.176930,0.100369,0.079030,0.045875,0.003918,0.016003,0.032654,0.036536,0.055269,-0.008073,0.059118,0.081996,0.066711,0.010359,0.078050,0.014596,0.079111,0.059045
1986-08-31,-0.069980,-0.052762,-0.063493,-0.099946,-0.110604,-0.063545,-0.113058,-0.068490,-0.086141,-0.060075,-0.091412,-0.089088,-0.050594,0.016207,-0.129954,-0.068238,0.010759,-0.100823,-0.125901,-0.109011,0.085216,-0.064661,-0.099339,-0.052825,-0.124042,-0.114384,-0.059382,-0.082735,-0.083312,-0.072470,-0.035150,-0.002874,-0.113270,-0.065321,-0.058017,-0.018708,-0.084115,-0.078840,-0.054025,-0.115699,-0.103774,-0.044958,-0.038056,-0.106757,-0.060787,-0.004890,-0.085597,-0.092379,-0.080912
1986-09-30,0.010302,0.007910,0.072340,0.018708,0.079693,0.066689,0.088057,0.034148,0.051152,0.073448,0.040505,0.084837,0.014483,-0.021822,0.088749,0.070913,-0.011086,0.109784,0.117771,0.041006,-0.000978,0.010652,0.073994,0.037173,0.089157,0.016449,0.029865,0.054287,0.103369,0.062596,0.096938,0.027032,0.160005,0.072722,0.082595,0.002881,0.082912,0.063801,0.072193,0.098416,0.074412,-0.050475,0.023610,0.050865,0.052523,0.059501,0.059395,0.055985,0.031382
1986-10-31,0.016308,0.027184,0.016638,-0.011402,-0.010041,0.022156,0.004479,0.045278,0.013422,0.048430,0.025098,0.025648,-0.025053,0.008310,0.020747,0.025503,-0.020811,-0.024441,-0.001315,0.003654,0.009939,0.123105,0.071935,-0.044304,0.038456,-0.017326,0.026514,0.016990,-0.016026,-0.019999,0.016030,0.024945,0.024311,0.029077,-0.008263,-0.051009,0.014665,0.032013,0.006491,0.014408,0.002330,0.036541,-0.009090,0.028726,-0.052035,0.013227,0.051531,0.008198,0.014807
1986-11-30,-0.027680,-0.032115,-0.055706,-0.016042,-0.034634,-0.025011,-0.019774,0.028525,-0.017536,-0.031276,-0.031367,-0.071885,-0.035439,0.013337,-0.000127,0.014404,-0.044781,-0.056641,-0.039885,-0.061737,-0.023457,-0.097267,-0.007894,-0.099874,-0.035908,-0.015535,-0.041196,-0.010900,-0.041059,-0.031293,0.003877,-0.002450,-0.043853,-0.012693,-0.001848,-0.038866,-0.071462,-0.018833,-0.084348,-0.017017,0.011782,-0.054296,-0.045960,-0.030394,-0.061956,-0.046382,0.013038,-0.035281,-0.028706
1986-12-31,0.060939,0.090411,0.187762,0.088508,0.203390,0.169679,0.145590,0.194749,0.128105,0.159955,0.199257,0.121742,0.128331,0.051920,0.135589,0.145991,0.119894,0.144571,0.143910,0.094306,0.139710,0.080342,0.229449,0.081234,0.134339,0.092442,0.153666,0.132929,0.075290,0.131607,0.175588,0.140518,0.203277,0.203450,0.108435,0.065533,0.098780,0.136372,0.084484,0.222842,0.143356,0.116870,0.137821,0.083701,0.163540,0.085952,0.100532,0.095765,0.145425
1987-01-31,0.075058,0.114826,0.039289,0.049960,0.034655,0.067759,0.071629,0.024128,0.069992,0.056204,0.102133,0.160749,0.087110,0.098882,0.109487,0.030805,0.027490,0.027071,0.025550,0.137516,0.129924,0.017588,0.074289,0.082406,0.040087,0.077607,0.068054,0.070046,0.093569,0.112585,0.037978,-0.016794,0.045728,-0.001619,0.074617,0.058047,0.116243,0.049483,0.095227,-0.040127,0.048789,0.095666,0.099496,-0.002461,0.103543,0.050817,0.061089,-0.023584,0.040151
1987-02-28,-0.027198,-0.008635,0.062221,-0.006155,0.005674,0.051119,-0.005875,0.039401,0.021363,0.048271,0.020010,0.078670,0.023256,0.110629,-0.000405,0.011055,0.027915,-0.000834,0.011542,-0.013764,0.203594,0.113349,0.018471,0.081714,0.025802,-0.054523,-0.021260,0.005279,0.034646,-0.030389,0.032244,0.130419,0.050349,0.047468,-0.003745,0.025516,0.010399,0.035393,-0.049517,0.018951,0.037606,0.055474,0.045812,0.008084,-0.012741,0.005095,0.001913,-0.017359,0.016182
1987-03-31,-0.077910,-0.020918,0.083363,-0.045671,-0.021906,-0.036813,-0.060775,-0.000764,-0.034822,-0.000547,0.052084,-0.030889,-0.078651,0.037368,-0.011111,0.023788,-0.070680,-0.067277,-0.063810,0.005099,0.072988,-0.074437,0.008713,-0.063262,-0.048648,-0.066380,0.006131,-0.013792,-0.027034,-0.012270,0.038055,0.005456,-0.048041,-0.033654,-0.021316,-0.035019,-0.030669,-0.040868,0.042962,-0.015172,-0.050938,0.069605,0.013308,-0.027292,-0.015165,-0.013465,0.026970,-0.042930,-0.018988
1987-04-30,-0.003700,0.017764,-0.012198,-0.007787,0.010810,-0.019039,0.050151,-0.049498,-0.002428,0.003600,-0.026741,-0.046186,-0.001586,-0.009960,0.005037,-0.028132,0.008547,-0.010969,0.032105,0.033792,-0.040554,0.004344,0.023554,0.037351,0.025437,-0.019666,0.011990,0.030165,-0.004935,0.008501,-0.056890,0.034861,0.107264,-0.039106,-0.008172,-0.013675,0.006222,0.006229,0.022246,0.016072,0.007516,0.009478,0.020239,0.015545,0.032934,0.059787,0.066542,-0.018356,-0.019144
1987-05-31,0.071974,0.006486,0.016191,0.055912,0.027015,0.049065,0.082903,0.086719,0.054021,0.057795,0.003941,0.079895,0.013521,-0.003416,0.041972,0.037437,0.001021,-0.001204,0.073040,0.049021,-0.056362,0.017497,-0.005657,0.045571,0.062423,0.059370,0.035636,0.034801,0.015033,0.052158,0.075070,0.059908,-0.035036,0.057937,0.037207,0.000796,0.079769,0.030968,0.014718,0.054555,0.036242,-0.000347,0.039468,0.069605,0.041383,0.073080,0.027549,0.033998,0.041476
1987-06-30,0.116283,-0.001335,0.068863,0.004837,0.088223,0.061423,0.083441,0.007722,0.050856,0.060095,0.047551,0.027580,0.061710,0.117984,0.061104,0.057864,0.043551,0.023588,0.032527,0.097612,0.269507,0.063433,0.006890,0.060361,0.006693,0.013823,0.023470,0.100419,0.034251,0.031887,0.059651,0.031344,0.113237,0.043409,0.048356,0.020637,0.062568,0.174967,0.091356,0.097348,0.071187,-0.002845,0.172612,0.054797,0.075374,0.052480,0.032272,-0.018338,0.061540
1987-07-31,-0.008341,0.016283,0.048658,0.046404,0.038765,0.046565,-0.019005,0.075033,0.050212,0.018974,0.091713,0.030975,-0.000109,-0.044005,0.026328,0.040367,0.073667,0.037467,0.048324,0.001273,0.106824,0.045867,0.096132,-0.033954,0.058566,0.087165,0.057547,0.015378,0.026104,0.020135,-0.004661,0.010404,0.048752,0.061148,0.063590,0.028895,0.027450,0.003379,-0.015989,0.190170,0.031009,0.061395,-0.029954,0.050072,0.010531,-0.002483,-0.017407,0.035067,0.023192
1987-08-31,0.002986,-0.017051,-0.063124,-0.045992,-0.006168,-0.013085,-0.050517,0.053551,-0.001506,-0.007178,0.030537,-0.119040,-0.049850,-0.041786,-0.022498,-0.013756,-0.018440,-0.013187,-0.032768,-0.025031,0.063095,-0.030617,0.002623,-0.034532,-0.027105,-0.023042,-0.007818,0.025418,-0.054160,-0.031679,0.059225,-0.041138,-0.031305,0.003172,-0.019324,-0.020708,-0.074718,-0.012957,0.023258,0.012173,-0.009728,-0.069715,0.067247,0.022066,-0.014683,0.006644,-0.027307,-0.026829,-0.013802
1987-09-30,-0.306514,-0.259811,-0.278136,-0.233582,-0.169803,-0.288339,-0.266572,-0.298813,-0.265772,-0.272755,-0.314071,-0.332059,-0.322755,-0.288111,-0.189113,-0.269570,-0.314412,-0.342457,-0.178658,-0.294899,-0.300246,-0.266860,-0.266651,-0.304327,-0.210615,-0.170322,-0.281093,-0.295208,-0.219552,-0.279642,-0.267972,-0.182531,-0.241902,-0.265092,-0.267742,-0.266753,-0.294511,-0.240165,-0.317257,-0.216403,-0.169562,-0.216659,-0.328116,-0.138320,-0.344467,-0.287413,-0.324429,-0.069108,-0.283345
1987-10-31,-0.070063,-0.022714,-0.061663,-0.069402,-0.076175,-0.057515,-0.099270,-0.020488,-0.083123,-0.046126,-0.109930,-0.111836,-0.100330,0.072871,-0.097410,-0.055861,-0.021268,-0.081116,-0.090138,-0.078234,0.158834,-0.057034,-0.123861,-0.036481,-0.081553,-0.087706,-0.041207,-0.042177,-0.080191,-0.047132,-0.018364,-0.098892,-0.103800,-0.028136,-0.096174,-0.106281,-0.100963,-0.061348,-0.041836,-0.073805,-0.086267,-0.086168,0.027212,-0.078506,-0.087027,-0.070728,-0.064968,-0.023249,-0.029656
1987-11-30,0.080434,0.103904,0.079276,0.040694,0.115626,0.085710,0.117913,0.162418,0.110645,0.129582,0.154625,0.083871,0.082926,0.017788,0.060420,0.136059,0.002286,0.090382,0.053591,0.080835,-0.010392,0.044541,0.157783,0.054537,0.089822,0.026949,0.108716,0.107268,0.081874,0.142114,0.087569,0.074109,0.151110,0.107439,0.158558,0.030627,0.075061,0.110888,0.117811,0.014955,0.050534,0.075585,0.124668,0.045721,0.095331,0.073922,0.122229,0.003902,0.112344
1987-12-31,0.080330,0.012910,0.080124,0.111998,0.011682,0.042949,-0.011806,-0.075063,0.016694,-0.020209,-0.021855,0.059880,0.067228,-0.005391,0.062864,-0.024437,0.045507,0.058742,0.042115,0.057843,-0.144029,0.084713,-0.067813,0.015238,0.029468,0.083635,-0.001309,0.039519,0.047926,0.063604,-0.018180,0.083023,-0.013258,-0.028717,0.048177,0.079731,0.079006,0.036072,0.009430,0.022324,0.012830,-0.021850,-0.048806,0.084046,0.044221,0.028540,0.016284,0.101952,0.008230
1988-01-31,0.067261,0.052220,0.084822,0.032234,0.030555,0.136611,0.106071,0.106901,0.049146,0.079795,0.086482,0.122180,0.114086,0.099692,0.038792,0.066083,0.087820,0.051079,0.057327,0.090408,0.078339,0.072037,0.060082,0.029751,0.044193,0.005943,0.077577,0.096133,0.067204,0.065970,0.142717,0.037052,0.019876,0.078051,0.083662,0.047045,0.122863,0.049655,0.124368,0.079672,0.014250,0.065291,0.081823,0.014705,0.118156,0.074046,0.149064,-0.013574,0.090308
1988-02-29,-0.012281,0.065778,0.004308,-0.032684,-0.021381,0.010271,-0.035805,-0.015621,-0.006304,-0.018445,-0.027839,0.014684,-0.008413,0.032995,-0.047620,0.031732,-0.005988,-0.009135,-0.008855,-0.007878,0.018318,-0.026644,-0.053742,0.097809,-0.013049,-0.034313,-0.026045,0.026344,-0.031124,0.002780,0.230197,0.021977,-0.017773,-0.022448,-0.010163,-0.034915,-0.016193,0.040506,0.034805,-0.034593,0.005264,-0.072471,0.021961,-0.045344,-0.025900,0.030825,0.074656,-0.032937,0.019267
1988-03-31,0.021861,-0.015391,0.042636,0.001393,-0.011644,0.001106,-0.015964,0.014114,-0.009748,0.030981,0.021979,-0.015236,-0.009522,0.116279,-0.023612,-0.021734,0.017076,0.004810,-0.004026,0.013027,-0.000745,-0.012154,0.011531,0.009881,-0.006485,-0.018404,0.011776,0.029106,-0.013902,-0.003777,-0.006782,0.049922,-0.026098,0.014900,-0.006333,-0.010451,0.018639,0.026576,0.036907,-0.001032,0.006499,0.039759,0.019578,0.003623,0.071132,-0.016114,0.006198,-0.005518,0.036423
1988-04-30,0.026235,0.038617,0.013207,0.032774,0.023995,-0.012530,-0.002166,-0.011885,-0.013430,-0.030168,-0.015869,-0.016848,-0.000105,-0.028790,0.002434,0.004161,-0.030076,-0.021812,-0.003570,-0.000303,0.075103,-0.031924,-0.025998,0.007487,0.002534,0.023872,-0.026656,0.003648,0.004434,-0.020711,0.020516,-0.007284,-0.021413,-0.003714,-0.041562,-0.000205,-0.016395,-0.011093,0.027203,-0.056498,-0.014144,-0.002259,-0.011919,0.027332,0.024750,-0.013980,-0.010007,0.032864,-0.009000
1988-05-31,0.064233,0.062776,0.082618,0.080219,0.038734,0.075315,0.069621,0.110662,0.049819,0.102296,0.098575,0.098908,0.132325,0.049400,0.018010,0.077485,0.025048,0.100807,-0.004544,0.075398,0.017048,0.066514,0.077729,0.059267,0.028005,0.028600,0.074512,0.068251,0.054120,0.072061,0.036168,-0.025447,0.048267,0.119661,0.045855,0.058917,0.074412,0.059164,-0.021293,0.010905,0.032157,0.117696,0.084059,0.032550,0.071788,0.086445,0.055273,0.032220,0.071432
1988-06-30,-0.006426,-0.040083,-0.004654,0.002704,-0.034261,-0.031790,-0.007678,-0.030852,0.000499,-0.035833,-0.054838,-0.080680,-0.010850,-0.012818,0.008290,-0.011875,0.051824,-0.009942,0.032159,0.004686,-0.003154,-0.020996,-0.064542,-0.050358,0.034034,0.000953,-0.060508,-0.041108,-0.019129,-0.019188,-0.040410,0.035300,-0.029695,-0.035713,-0.041174,-0.002886,-0.005085,0.022322,-0.067933,0.085917,-0.011659,-0.032567,0.010466,0.000000,-0.022939,-0.024392,0.001544,-0.001905,-0.029041
1988-07-31,-0.016373,0.002360,-0.059393,-0.009002,-0.011362,-0.049657,-0.030087,-0.047718,-0.029002,-0.045056,-0.079118,0.003143,-0.026039,-0.083486,-0.008412,-0.065405,-0.082549,-0.026410,0.012040,-0.032933,-0.062579,-0.051023,-0.065155,-0.057322,-0.019134,0.025763,-0.048043,-0.075247,-0.024698,0.004236,-0.015907,-0.015347,0.024491,-0.034864,-0.044286,-0.039805,-0.026177,-0.066839,-0.055892,0.003521,0.017938,-0.095388,-0.051065,-0.029216,-0.054398,-0.024745,-0.002733,-0.001371,-0.020571
1988-08-31,0.064886,0.037149,0.036857,0.036263,0.110810,0.014897,0.053810,0.016056,0.054204,0.028873,0.023604,0.012328,0.031848,-0.002667,0.026643,0.051821,0.050472,0.061430,0.056768,0.057169,-0.054679,0.034657,0.029275,0.092084,0.036780,0.050160,0.024501,0.022412,0.083254,0.049587,0.031265,-0.026338,0.125707,0.030857,0.017561,0.026615,0.090729,0.064822,0.021704,0.067784,0.090490,0.040345,-0.003330,0.067545,0.053250,0.070138,0.023237,0.027226,0.019627
