gvkey,datadate,rdq,permno,rdqplus1,abr,DATE
018290,20171231,20180306,10253,07MAR2018,-0.008455296,30APR2018
018290,20180331,20180515,10253,16MAY2018,0.0079675591,31MAY2018
018290,20180331,20180515,10253,16MAY2018,0.0079675591,29JUN2018
018290,20180331,20180515,10253,16MAY2018,0.0079675591,31JUL2018
018290,20180630,20180814,10253,15AUG2018,-0.008745055,31AUG2018
018290,20180630,20180814,10253,15AUG2018,-0.008745055,28SEP2018
018290,20180630,20180814,10253,15AUG2018,-0.008745055,31OCT2018
018290,20180930,20181114,10253,15NOV2018,0.000381421,30NOV2018
018290,20180930,20181114,10253,15NOV2018,0.000381421,31DEC2018
012304,20170331,20170510,10257,11MAY2017,-0.014283173,31MAY2017
012304,20170331,20170510,10257,11MAY2017,-0.014283173,30JUN2017
012304,20170331,20170510,10257,11MAY2017,-0.014283173,31JUL2017
012304,20170630,20170808,10257,09AUG2017,-0.00409059,31AUG2017
012304,20170630,20170808,10257,09AUG2017,-0.00409059,29SEP2017
012304,20170630,20170808,10257,09AUG2017,-0.00409059,31OCT2017
012304,20170630,20170808,10257,09AUG2017,-0.00409059,30NOV2017
012304,20170930,20171206,10257,07DEC2017,-0.001028971,29DEC2017
012304,20170930,20171206,10257,07DEC2017,-0.001028971,31JAN2018
012304,20171231,20180206,10257,07FEB2018,0.0236059974,28FEB2018
012304,20171231,20180206,10257,07FEB2018,0.0236059974,29MAR2018
012304,20171231,20180206,10257,07FEB2018,0.0236059974,30APR2018
012304,20180331,20180515,10257,16MAY2018,-0.000884222,31MAY2018
012304,20180331,20180515,10257,16MAY2018,-0.000884222,29JUN2018
012304,20180331,20180515,10257,16MAY2018,-0.000884222,31JUL2018
012304,20180630,20180806,10257,07AUG2018,-0.001631446,31AUG2018
012304,20180630,20180806,10257,07AUG2018,-0.001631446,28SEP2018
012304,20180630,20180806,10257,07AUG2018,-0.001631446,31OCT2018
012304,20180630,20180806,10257,07AUG2018,-0.001631446,30NOV2018
012304,20180930,20181212,10257,13DEC2018,-0.027586804,31DEC2018
179598,20170331,20170509,10258,10MAY2017,-0.016252132,31MAY2017
179598,20170331,20170509,10258,10MAY2017,-0.016252132,30JUN2017
179598,20170331,20170509,10258,10MAY2017,-0.016252132,31JUL2017
179598,20170630,20170808,10258,09AUG2017,-0.003834058,31AUG2017
179598,20170630,20170808,10258,09AUG2017,-0.003834058,29SEP2017
179598,20170630,20170808,10258,09AUG2017,-0.003834058,31OCT2017
179598,20170930,20171107,10258,08NOV2017,0.0292463722,30NOV2017
179598,20170930,20171107,10258,08NOV2017,0.0292463722,29DEC2017
179598,20170930,20171107,10258,08NOV2017,0.0292463722,31JAN2018
179598,20170930,20171107,10258,08NOV2017,0.0292463722,28FEB2018
179598,20171231,20180307,10258,08MAR2018,0.0387353208,29MAR2018
179598,20171231,20180307,10258,08MAR2018,0.0387353208,30APR2018
179598,20180331,20180510,10258,11MAY2018,-0.023242574,31MAY2018
179598,20180331,20180510,10258,11MAY2018,-0.023242574,29JUN2018
179598,20180331,20180510,10258,11MAY2018,-0.023242574,31JUL2018
179598,20180630,20180808,10258,09AUG2018,0.0087673692,31AUG2018
