public_date,port_me,_FREQ_,mom12m_Mean,hxz_abr_Mean,hxz_sue_Mean,hxz_re_Mean,bm_Mean,ep_Mean,cfp_Mean,sp_Mean,agr_Mean,ni_Mean,acc_Mean,op_Mean,roe_Mean,seas1a_Mean,adm_Mean,rdm_Mean,me_Mean,svar_Mean,beta_Mean,mom1m_Mean
03-31-1984,5,423,0.1909089674,-0.00160983,0.0276595863,-0.007270009,0.0007748841,0.0000305941,0.0000878215,0.0022583997,0.2418037738,0.0703478558,0.0093946029,0.236858065,0.0126943754,0.0563973335,0.0000498011,,65911.376468,0.0006952246,1.2101058609,-0.052135846
03-31-1984,6,424,0.2324153857,-0.000223227,0.0513034502,-0.002274916,0.0007675015,0.000051905,0.0001054541,0.0021987255,0.2640786081,0.0665714902,0.0131967532,0.2727805563,0.0281771808,0.0568713586,0.000061659,,117029.47678,0.0006152733,0.9272474479,-0.058539493
03-31-1984,7,423,0.2138097283,-0.000257522,0.0578540854,-0.003184833,0.0008137807,0.0000751366,0.0001222626,0.0019337754,0.2029936252,0.0507943107,0.0092490053,0.2990545318,0.0326194179,0.0546751754,0.000051563,,221023.8833,0.0004941333,0.8871010059,-0.046362549
03-31-1984,8,423,0.1683169808,-0.000729344,0.0557596016,-0.001920925,0.000837908,0.0000752425,0.0001307929,0.0018808596,0.1874915039,0.0584873394,0.0058261927,0.2933644611,0.0349883288,0.0461290798,0.0000456844,,515680.47021,0.0004708272,0.9104972732,-0.052336574
03-31-1984,9,424,0.1831933519,0.0003762387,0.0369326374,-0.000573789,0.0008751479,0.0000957627,0.00016168,0.0019246135,0.099026043,0.0280062507,0.0033840589,0.2938696401,0.0390658305,0.0394264098,0.000053563,,10229155.015,0.0003261384,1.2792842559,-0.030172568
04-30-1984,0,425,-0.140353474,-0.004626035,-0.030130918,0.0183963862,0.0011509624,-0.000306072,-0.000099722,0.00457704,0.054410132,0.0333646348,-0.003373674,-0.028377503,-0.088712687,0.0490968331,0.0000917995,,3183.3320425,0.0016672676,1.0935554482,-0.020932968
04-30-1984,1,425,-0.030111038,-0.0016524,-0.000050604,-0.005534901,0.0009576068,-0.000075111,0.0000168214,0.0034710661,0.1386365028,0.0521209242,-0.000040401,0.0748391232,-0.033056084,0.0741078779,0.0000582073,,7225.4320149,0.0014692009,1.1174668945,-0.010377227
04-30-1984,2,424,0.006460004,-0.000842131,-0.021808315,-0.006359619,0.0008876042,-0.000022756,0.0000464812,0.0027566106,0.2061520327,0.063206458,0.0070435568,0.1445346779,0.0037158613,0.0687804763,0.0000578105,,12735.229309,0.0010618312,1.0465654536,-0.001321617
04-30-1984,3,424,0.0718273779,-0.000892314,0.0365226699,-0.01099308,0.0008687437,1.529724E-6,0.0000832803,0.0028903965,0.2328935825,0.0718513127,0.0061742405,0.188235417,0.0017760822,0.082368556,0.0000684773,,21950.466062,0.0010336366,1.2611706176,0.0105057091
04-30-1984,4,425,0.0395525426,-0.001626777,0.0604740515,-0.010668566,0.0008153872,0.0000130072,0.0000715895,0.0024894523,0.2836593548,0.0710125473,0.0083713604,0.1651594715,0.0042808349,0.0756164906,0.0000624115,,36667.339693,0.0009401975,1.2343079308,0.0124413457
04-30-1984,5,425,0.0573911382,-0.000977866,0.0386257903,-0.009907078,0.0007897388,0.0000290799,0.0000899924,0.0023396198,0.2568312375,0.0714600384,0.0102952585,0.248536366,0.014279256,0.0912669687,0.000049314,,64182.397907,0.0006859717,1.2722139978,0.0032499635
04-30-1984,6,424,0.0941503236,0.0016008808,0.0704768018,-0.001635049,0.0007973011,0.0000568095,0.0001075029,0.0022039848,0.2301801157,0.0598461631,0.010810497,0.2613417446,0.0260517602,0.0832053964,0.0000622892,,115475.5945,0.0005944206,0.8630227694,0.0131432612
04-30-1984,7,424,0.1048328706,0.0002691425,0.0391452608,-0.003324552,0.0008125151,0.0000773421,0.0001241317,0.0019318448,0.227957269,0.0560508813,0.0101661966,0.3100793944,0.0333076263,0.0823252219,0.0000503231,,219853.6185,0.0005048013,0.8927568963,0.0124137854
04-30-1984,8,425,0.0543300962,-0.000078751,0.0443372272,-0.002769132,0.0008535382,0.0000758596,0.0001304141,0.0018468929,0.1836047607,0.057216592,0.0058854354,0.2892641839,0.0360977219,0.0724503301,0.0000463898,,508287.06451,0.0004642327,0.9703731764,0.015576773
04-30-1984,9,425,0.1114412046,0.0001672747,0.0566831899,-0.000327503,0.0008741674,0.0000961297,0.000161215,0.0019245012,0.1021061361,0.0266557329,0.0032407635,0.2966784347,0.0410986024,0.0796319032,0.0000536268,,10496096.212,0.0003113402,1.2755996946,0.0201648306
05-31-1984,0,425,-0.191214656,-0.003782031,-0.055360253,,0.0011055312,-0.000339083,-0.000117914,0.0044075991,0.1244815316,0.0553025577,-0.003004285,-0.052032019,-0.085110711,0.1166393256,0.0000816681,,3009.5463339,0.0017738984,1.2420194126,-0.062512229
05-31-1984,1,425,-0.070197397,-0.000029214,0.0265641211,,0.0009788497,-0.000104921,-0.000015546,0.0035878232,0.1077745338,0.0410694109,-0.002698169,0.0827001897,-0.03709993,0.1457032564,0.0000686016,,6753.6014661,0.0014342737,0.9745513152,-0.039904672
05-31-1984,2,424,-0.063663963,-0.000915788,-0.001292945,-0.006657905,0.0009497863,-0.000042676,0.0000442102,0.00319968,0.2254710886,0.0609313719,0.005838511,0.1360069343,0.0001109947,0.1393215908,0.0000707734,,11840.112067,0.001121261,1.1173125973,-0.038825879
05-31-1984,3,425,-0.013710285,0.0002306425,0.0017670688,-0.013828708,0.00090471,1.0938743E-6,0.0000831927,0.0029951242,0.2802431708,0.0803767566,0.0085169671,0.1899408618,0.0001687218,0.1463588454,0.0000649053,,20308.720049,0.0010672816,1.1038253627,-0.03058562
05-31-1984,4,425,-0.004320669,-0.001037594,0.0440824573,-0.009699545,0.0008398668,0.0000182693,0.0000745433,0.0025243431,0.2657218115,0.0691055079,0.0073869644,0.1521569319,0.0015036447,0.1204834834,0.0000659519,,34268.956856,0.0008728452,1.2710820252,-0.019933071
05-31-1984,5,424,-0.005417452,0.0013718207,0.062376742,-0.012028101,0.0008512162,0.000031412,0.0000945414,0.002507437,0.2652371379,0.0722856274,0.0113600157,0.2557209215,0.0150413047,0.092446027,0.0000566341,,60163.839781,0.0006522655,1.1297244839,-0.016358905
05-31-1984,6,425,0.0171516632,0.002096985,0.0713511014,-0.002663701,0.0008418923,0.0000576109,0.0001128444,0.0023471512,0.2480770743,0.0654791632,0.0110921971,0.2679487178,0.0255445301,0.0822333745,0.0000599058,,108422.20176,0.0005812548,0.8831358586,-0.001932938
05-31-1984,7,424,0.0473930151,0.0002134982,0.0397152211,-0.003568543,0.0008749899,0.0000776249,0.0001290378,0.0021586652,0.22140613,0.0527797106,0.009240259,0.3145078161,0.0327410697,0.0522855473,0.0000558189,,206077.17814,0.0004514469,0.8342847414,0.0013272438
05-31-1984,8,425,0.003424848,-0.000118563,0.0479563546,-0.002926109,0.0009000406,0.0000786283,0.0001360484,0.0019891737,0.1855303958,0.0536059687,0.0055962802,0.2972503846,0.0339361768,0.0475108642,0.0000486371,,479069.86286,0.0004065963,0.9837976604,-0.00042231
05-31-1984,9,425,0.0480901615,0.0004268082,0.0594198086,-0.001400008,0.0009273452,0.0001038335,0.0001717909,0.0020318295,0.1030893783,0.0273008251,0.0032425964,0.2981460526,0.0418831207,-0.000091662,0.0000571371,,9989795.1491,0.0002647102,1.2409059183,0.0115496734
06-30-1984,0,453,-0.299258673,-0.00176441,-0.055606179,,0.0011331339,-0.000340788,-0.000122527,0.0045591629,0.1543274237,0.0613234557,-0.008077373,-0.039372327,-0.070690387,0.0437489318,0.0000862837,,2994.0956791,0.0018708918,1.1472205864,-0.049444278
06-30-1984,1,451,-0.214948015,-0.000940768,0.0156485963,,0.0009194573,-0.000072957,0.0000163882,0.0031252626,0.2221877107,0.0660024584,0.0022765215,0.0729719677,-0.028018878,0.0646236109,0.0000653798,,6654.6641449,0.0015106093,0.8457608401,-0.053546028
06-30-1984,2,452,-0.198024142,-0.000561169,0.001052379,-0.021293328,0.0009565294,-0.000040045,0.0000503477,0.0032611572,0.2318115645,0.0588551865,0.0056867528,0.1366008868,-0.003026917,0.0453701504,0.0000641068,,11699.992581,0.0011447697,1.1068118562,-0.053794849
06-30-1984,3,452,-0.155160416,0.0004408833,-0.020667699,-0.018095508,0.0008935179,-0.000014398,0.000078226,0.0028136195,0.3127439101,0.0885306891,0.0094923061,0.1640519857,0.0018662669,0.0535121994,0.0000664864,,20229.87459,0.0011853504,1.1121532355,-0.064268805
06-30-1984,4,452,-0.130791848,-0.001261928,0.0432523865,-0.006601052,0.0008095314,0.0000198328,0.0000790485,0.0025168181,0.3003010436,0.0642377398,0.0090758152,0.1764099486,0.0115970968,0.0553591361,0.000056432,,34045.229931,0.0008911143,1.2762224237,-0.049720284
06-30-1984,5,451,-0.109901454,0.0009737376,0.0702065679,-0.009582933,0.0008428459,0.0000372252,0.0001098452,0.0025083842,0.2913436999,0.0748272888,0.0099082851,0.2566675393,0.0211369334,0.0375350149,0.0000571816,,58715.608292,0.0006665339,1.1303042745,-0.052394763
06-30-1984,6,452,-0.062151836,0.0022663502,0.0657689599,-0.003919302,0.0007905522,0.0000618124,0.0001147488,0.0022921366,0.2727697791,0.0689082774,0.0106501314,0.2950770709,0.0307210662,0.0425228134,0.0000539652,,104599.37078,0.0005690019,0.9185279903,-0.046413497
06-30-1984,7,452,-0.004318436,0.0003855607,0.0508675407,-0.002387292,0.00086983,0.0000832055,0.0001353359,0.0021279601,0.2281745942,0.0511150044,0.0091628469,0.3206314806,0.0348321808,0.0415777626,0.0000568893,,200955.40383,0.0004944918,0.8692925885,-0.051837117
06-30-1984,8,452,-0.035820645,0.0004923524,0.042694705,-0.00238684,0.0008895883,0.0000745259,0.0001369059,0.0020292266,0.1950104508,0.0473763856,0.0051344644,0.3172988017,0.0355032082,0.0425030847,0.0000502193,,460133.43932,0.0004149578,0.95281801,-0.047568888
06-30-1984,9,452,0.0542737298,0.0004467868,0.0594228491,-0.001629692,0.000875564,0.0001090244,0.0001730248,0.0020233424,0.1121799291,0.018046558,0.0037239869,0.3179214956,0.0416524913,0.0438887104,0.0000569764,,9688598.3175,0.0002750375,1.2444378828,-0.045896607
07-31-1984,0,453,-0.374748962,-0.003573986,0.023660376,,0.0012356431,-0.000399031,-0.000190195,0.0048501533,0.1921448791,0.0746286099,-0.001112382,-0.06105,-0.0802577,-0.017277444,0.0001037213,,2714.3526382,0.002107918,1.2242429573,-0.030899769
07-31-1984,1,453,-0.300752816,-0.002547907,-0.017018699,,0.0010265584,-0.000070212,0.0000231216,0.0034149565,0.2763044989,0.0676591999,0.0011021709,0.0931229862,-0.032088351,-0.041501372,0.000061929,,6205.6650834,0.0015063324,0.9540202932,-0.009241858
07-31-1984,2,452,-0.29384727,-0.002189858,-0.007036523,-0.038940008,0.0009847177,-0.000067566,0.0000298341,0.0034830592,0.2368701297,0.0639148649,0.0058796412,0.1278721685,-0.005448543,-0.027942534,0.0000791674,,10950.437416,0.0013966493,1.0438345116,0.0028722005
07-31-1984,3,452,-0.242876933,-0.000102928,0.00673053,-0.010200533,0.0009156518,5.3475076E-6,0.0000936967,0.0028637582,0.3242917937,0.082635009,0.0097011366,0.181868395,-0.000627886,-0.03200005,0.0000583662,,18918.226203,0.0012079163,1.21527189,0.0063910838
07-31-1984,4,453,-0.213793254,-0.001657,0.0296510016,-0.014988247,0.0008805361,0.0000273902,0.0000932872,0.0027217289,0.281195581,0.0628119267,0.0080240528,0.1909345938,0.0168084875,-0.034475711,0.0000657887,,31667.050896,0.0008366754,1.2142938271,0.023292018
07-31-1984,5,453,-0.186278628,0.0006924161,0.0693040948,-0.009573837,0.0008850939,0.0000396573,0.0001094377,0.0025631578,0.3099798939,0.0710229011,0.0108984577,0.2605267897,0.0232289548,-0.027186459,0.0000629292,,55448.364908,0.0007151736,1.1013313835,0.0280905587
07-31-1984,6,452,-0.144415352,0.0009135795,0.0599912789,-0.003882694,0.0008422073,0.0000609634,0.0001203125,0.0023679143,0.2855122501,0.0695689526,0.0095183522,0.3154717636,0.0297750503,-0.027374035,0.0000560317,,98271.053507,0.0005959891,0.9087837275,0.0275998984
07-31-1984,7,452,-0.101453288,0.0007316696,0.0618961936,-0.002022473,0.0009039057,0.0000855919,0.0001424569,0.002276257,0.2007523992,0.0490881398,0.007658615,0.310429036,0.034180036,-0.019701815,0.0000622119,,189505.17668,0.0004944059,0.8366109652,0.0417878356
07-31-1984,8,453,-0.110224282,0.0002957921,0.0538384875,-0.002128699,0.0009186147,0.0000851066,0.0001476571,0.0021048077,0.1838571646,0.0427132433,0.0051517171,0.3205342165,0.0347134345,-0.020499714,0.0000554509,,439508.58297,0.0004302734,0.8975978565,0.0356447853
07-31-1984,9,453,-0.045315689,0.0002007076,0.0593557925,-0.001161298,0.0008897614,0.0001110734,0.0001760299,0.0020633718,0.1151962293,0.0195963225,0.0037427345,0.3211814704,0.0396797771,-0.027896645,0.0000583615,,9929886.7833,0.0002837983,1.2458728317,0.0315914691
08-31-1984,0,453,-0.375536779,-0.007757766,0.0213246433,,0.001241325,-0.000332814,-0.000142631,0.0046882207,0.1500252321,0.073462237,-0.002928258,-0.08033378,-0.062856829,-0.06411909,0.0000876087,,2821.490728,0.0020589414,1.2069504368,-0.101012244
08-31-1984,1,452,-0.310376594,-0.001916759,-0.022272762,-0.046825042,0.0009784254,-0.000108506,4.6541409E-6,0.0033918278,0.2589261607,0.0679932435,-0.000798964,0.071188136,-0.02980676,-0.066020508,0.0000699206,,6462.5387013,0.0018449452,1.0299988249,-0.067043479
08-31-1984,2,453,-0.25744014,-0.002419128,-0.017712383,-0.031351238,0.0009355821,-0.00003967,0.0000344211,0.0030995462,0.2405710715,0.065806734,0.0059747015,0.1238323554,-0.005841345,-0.061153535,0.0000661297,,11743.783103,0.0015145936,0.945491487,-0.061519127
08-31-1984,3,452,-0.215853557,-0.002124522,0.0217489666,-0.012217686,0.0008504989,-3.039608E-6,0.0000804905,0.0026058958,0.3331981407,0.080392119,0.011316724,0.1845439196,0.0041408127,-0.05300418,0.0000591587,,20308.360884,0.0012899629,1.1631014295,-0.050887035
08-31-1984,4,453,-0.178701786,-0.003399914,0.0396793673,-0.01096473,0.0008397982,0.0000267015,0.0000967674,0.0027308947,0.2648782019,0.0668233486,0.0085138072,0.2096675903,0.0162218086,-0.036808332,0.0000675301,,34680.130984,0.000987218,1.2530533285,-0.055320223
08-31-1984,5,452,-0.158581013,0.0012636592,0.0515578693,-0.009940123,0.0007743498,0.0000356496,0.0000922362,0.0022631344,0.3300617968,0.0689286288,0.009935904,0.2570377996,0.023808062,-0.043288583,0.0000541405,,61617.770812,0.0008060832,1.0706680625,-0.043995346
08-31-1984,6,452,-0.102487712,0.0002151649,0.0612122617,-0.001821909,0.0007558954,0.0000597041,0.0001130246,0.0021690007,0.2808378448,0.0680378529,0.010237282,0.3201331439,0.0311898184,-0.035084909,0.0000545596,,109621.73898,0.0006560373,0.9051645776,-0.041640889
08-31-1984,7,453,-0.067505731,-0.000111371,0.0527954312,-0.002033098,0.0008267098,0.0000759227,0.0001285819,0.0019791696,0.1967898378,0.0452026465,0.0059704073,0.2932257267,0.0330994342,-0.024540917,0.0000535201,,210128.57813,0.0006032138,0.8405969191,-0.035353561
08-31-1984,8,452,-0.067641059,0.0003480776,0.0555925735,-0.002120483,0.000824479,0.0000742846,0.0001293446,0.0018898269,0.180212717,0.0443950846,0.0054898026,0.3212151082,0.0360689868,-0.016295151,0.0000506843,,489912.10424,0.0005096845,0.8991485176,-0.030316147
08-31-1984,9,453,0.0082421298,-0.000447506,0.0573796379,-0.001264255,0.0008038555,0.0001004965,0.0001589657,0.0018672472,0.1167412829,0.0197012849,0.0036997062,0.3212493836,0.0397001839,0.0160589982,0.000053675,,10969044.218,0.0003303398,1.2394133471,-0.011314434
09-30-1984,0,456,-0.411046499,-0.008005277,0.0170441585,,0.0011725444,-0.000355181,-0.000166489,0.0044453051,0.1682700704,0.0835816953,-0.003429641,-0.036429836,-0.068558043,-0.05395803,0.0000879319,,2842.7180351,0.0025134339,1.1606312411,0.0182955188
09-30-1984,1,456,-0.295150757,-0.002678522,0.0049750799,-0.001435253,0.0009677734,-0.000076634,9.1738522E-6,0.0034359978,0.1789238607,0.0539000281,0.001112421,0.0457271401,-0.030733301,-0.038687704,0.0000624011,,6514.9418534,0.0017872498,1.0230783005,0.0575118277
09-30-1984,2,455,-0.270564051,-0.002005048,-0.016828677,-0.029484036,0.0009155039,-0.000072137,0.0000122253,0.0030339101,0.2270959069,0.0685104765,0.0045089831,0.1292536084,-0.011473771,-0.023818684,0.0000701116,,11686.126069,0.0015882849,1.0173921803,0.0806256437
09-30-1984,3,456,-0.224729359,-0.001962028,0.019502783,-0.011176781,0.0008538289,2.4543703E-6,0.0000739235,0.0026723313,0.2985699045,0.0681988241,0.0061292135,0.1813849002,-0.001263148,-0.021308017,0.0000547143,,20092.743873,0.0013149262,1.150931013,0.0837236955
09-30-1984,4,456,-0.180880077,-0.002858193,0.0529026976,-0.00991929,0.0008302242,0.0000227918,0.0000932459,0.0025830423,0.3081504413,0.0584426605,0.0089911857,0.2124613204,0.020964587,-0.004633488,0.0000638778,,34183.126903,0.0009495879,1.2590472257,0.1046620341
09-30-1984,5,455,-0.162039515,0.0005879863,0.0433039417,-0.010120965,0.0007830949,0.0000363062,0.000097117,0.0023210062,0.2808613053,0.0572644353,0.0067176819,0.259110325,0.0194582659,0.0099161255,0.0000558237,,60197.045976,0.0008052795,1.0862019909,0.1275715139
09-30-1984,6,456,-0.121513398,0.0006172436,0.0664320853,-0.003090701,0.0007628832,0.0000632182,0.0001192894,0.0022109112,0.2537871833,0.0564153411,0.008888346,0.3088644233,0.0318261429,0.0182590374,0.0000505628,,106235.80304,0.0006961181,0.9447405886,0.1296942603
09-30-1984,7,455,-0.067475927,-0.000678862,0.0503920538,-0.001486356,0.000840023,0.0000823428,0.000133431,0.0020576581,0.1815916249,0.043371514,0.0044099346,0.2992704066,0.0320523107,0.0336752377,0.0000585979,,205572.37582,0.0005311752,0.705687569,0.12165614
09-30-1984,8,456,-0.069399272,0.0001131147,0.055634727,-0.002845822,0.0008250857,0.0000743115,0.0001303557,0.0019297959,0.1728037548,0.0318178328,0.0039823235,0.3137568983,0.0378013953,0.0344203642,0.0000511756,,483800.83758,0.0005300421,0.8351145714,0.1304844103
09-30-1984,9,456,-0.019606744,-0.000441338,0.0567178527,-0.001524292,0.0008213933,0.000104799,0.0001686046,0.0019155272,0.1089037394,0.0125829292,0.0024771794,0.3322119002,0.0426420686,0.020643593,0.0000539695,,11069718.509,0.0003105056,1.2113373625,0.1168060829
10-31-1984,0,455,-0.374306085,-0.005759463,-0.04654879,,0.0012927174,-0.000354883,-0.000188372,0.0045557004,0.1189075613,0.0710699253,-0.004305538,-0.06973447,-0.059408141,-0.094306178,0.000091025,,2644.7192643,0.0025209824,1.0819291217,-0.029090012
10-31-1984,1,454,-0.246974837,-0.002712589,-0.050060997,-0.025615719,0.0009822084,-0.000078954,0.0000127527,0.0034068868,0.1853667675,0.0500632836,-0.000510633,0.0583550138,-0.028721784,-0.082436047,0.0000688281,,6251.3443488,0.0018680625,1.0965656799,-0.001829271
10-31-1984,2,455,-0.205915965,-0.001438684,-0.036122959,-0.046850627,0.0009513056,-0.000075522,7.7974866E-6,0.0032089099,0.1913914137,0.0606082958,0.0008568778,0.1133034792,-0.0169578,-0.082087231,0.0000706007,,11262.167888,0.001603937,1.1561169984,0.0059274995
10-31-1984,3,454,-0.142806393,-0.000724491,-0.011501512,-0.015255882,0.0008851544,0.0000253338,0.0000994503,0.0027365706,0.317758012,0.0635817952,0.0072113299,0.2096617654,0.0095134083,-0.071426083,0.0000575638,,19466.422736,0.0011665241,1.3413169814,-0.001790828
10-31-1984,4,455,-0.121009803,-0.002399115,0.0294803216,-0.012302687,0.0008832349,0.0000124689,0.0000896819,0.0026642681,0.2580866282,0.0496225177,0.0067601664,0.2006676991,0.0174584386,-0.073604787,0.0000697672,,33082.86739,0.0009416129,1.2635747811,-0.004482151
10-31-1984,5,454,-0.071501234,-0.000028871,0.0573865811,-0.010717464,0.0008018602,0.0000385102,0.0001065485,0.0023972681,0.3147444849,0.060553121,0.0088595825,0.2709265402,0.0198472249,-0.069711173,0.0000573848,,58729.936135,0.000791441,1.1378381977,-0.004111449
10-31-1984,6,454,-0.035554268,0.0005206602,0.0441248368,-0.005097494,0.0007762676,0.0000637994,0.0001182566,0.0023397165,0.2310165026,0.0488410897,0.0076112922,0.3086073059,0.032612222,-0.066172097,0.0000526748,,102722.09901,0.0006432577,0.9726735226,-0.002985635
10-31-1984,7,455,0.0032715316,-0.000276738,0.0537290411,-0.001800117,0.0008410437,0.0000816196,0.0001351902,0.0020213044,0.1755437532,0.0383949618,0.0039346421,0.2969923886,0.0329665249,-0.047788772,0.0000591541,,202463.3848,0.0005091139,0.8259841673,-0.001316616
10-31-1984,8,454,0.0146194134,-0.000636128,0.0497870713,-0.003446004,0.0008448396,0.0000760027,0.0001307264,0.0020082798,0.1723941333,0.0298425858,0.0044870511,0.3168700754,0.0390250638,-0.040083469,0.0000501765,,479073.07312,0.0004517311,0.7981347843,0.0088415786
10-31-1984,9,455,0.0665287845,0.0008788423,0.0436542277,-0.001701526,0.0008203342,0.000105485,0.0001692349,0.0019188089,0.1107316363,0.0124065098,0.002418737,0.3322943194,0.0433557455,-0.008584764,0.0000532601,,11082312.568,0.0002942792,1.2084445541,0.0037071494
11-30-1984,0,454,-0.336481515,-0.006196787,-0.073550882,,0.0013972908,-0.000373838,-0.000169695,0.0046806381,0.1138715412,0.0755244321,-0.000634198,-0.056823394,-0.069003028,-0.035773323,0.0000881689,,2475.0811335,0.0024026087,1.0591809498,-0.087693734
11-30-1984,1,454,-0.220989716,-0.003162488,-0.055530626,-0.072043193,0.001119918,-0.00013036,-0.000032059,0.0038340005,0.1900814791,0.0594584953,-0.000123987,0.0411169869,-0.027940581,0.0006396465,0.0000798026,,5755.1206492,0.001889817,1.0812065557,-0.04538723
11-30-1984,2,454,-0.135464274,-0.002727607,-0.046869809,-0.03116426,0.0009775069,-0.000046756,0.0000400421,0.0033606381,0.2276870365,0.0619196476,0.0012221882,0.1347868879,-0.010823453,0.0175449584,0.0000638627,,10472.384172,0.0013711387,1.0843746574,-0.033539236
11-30-1984,3,453,-0.071210192,7.0949958E-7,-0.013722106,-0.003518326,0.0009459642,0.0000265552,0.0001103667,0.0029961509,0.2979330519,0.0555978014,0.0069114378,0.1938850577,0.0097324311,0.0347192916,0.000072447,,18322.371026,0.001145248,0.9286673735,-0.028123334
11-30-1984,4,454,-0.076404244,-0.00181812,0.0252257994,-0.020485848,0.000920313,0.0000145131,0.0000898137,0.0027509428,0.2689032948,0.051541203,0.0072492925,0.2042074078,0.0147919562,0.0433244497,0.0000639665,,31761.445491,0.0008570729,1.213900352,-0.023743108
11-30-1984,5,454,0.0017276523,-0.00194741,0.0606884914,-0.011000633,0.0008155754,0.0000440522,0.0001117616,0.0023364056,0.2911928105,0.0524148053,0.0087282374,0.2743073896,0.0251728526,0.0453526266,0.0000576662,,56415.106065,0.0006537558,0.8262157864,-0.016371475
11-30-1984,6,453,0.0262234753,-0.000863807,0.0448105206,-0.006552778,0.000810448,0.0000647117,0.0001229066,0.0024773917,0.228945525,0.0483897037,0.006637367,0.3048960474,0.0318730473,0.0602093515,0.0000568625,,99596.92099,0.0005505708,0.8902300921,-0.020859542
11-30-1984,7,454,0.0491569573,0.0000541329,0.0515988739,-0.002706128,0.0008498992,0.0000807154,0.0001394002,0.0020418437,0.1753188525,0.0394343887,0.0045652541,0.3014396728,0.0339020427,0.0527406699,0.0000623996,,196475.18915,0.0004208974,0.6254094995,0.0011048808
11-30-1984,8,454,0.0669734061,-0.000292386,0.0493532756,-0.003468942,0.0008526043,0.0000760053,0.0001287584,0.002010844,0.1697560643,0.0291672823,0.0041425272,0.3103525793,0.0378550586,0.0540774547,0.0000514433,,474731.30075,0.0003332729,0.5980732003,0.0017266815
11-30-1984,9,454,0.0796037503,0.0013453713,0.0411093515,-0.00178828,0.0008374464,0.0001077285,0.0001733324,0.0019600905,0.1104372947,0.0110564117,0.0022969255,0.3291651171,0.0428159665,0.025515361,0.0000544431,,10756052.361,0.000225797,1.0854168773,0.0092905165
12-31-1984,0,456,-0.360623731,-0.00199344,-0.080835608,-0.077634409,0.0014494266,-0.000375296,-0.000159261,0.0051251434,0.0970405875,0.070831975,-0.003833923,-0.11635456,-0.063725364,-0.058875625,0.000089909,,2437.9759758,0.0027342097,1.0335648553,-0.085809209
12-31-1984,1,456,-0.259843747,-0.003917532,-0.059928079,-0.055406988,0.0011573114,-0.000138742,-0.000010942,0.0037167265,0.1421251957,0.0543737726,-0.002691508,0.0576831737,-0.023092984,-0.040696386,0.000071774,,5568.742164,0.0020587524,1.2893094372,-0.072051874
12-31-1984,2,456,-0.168428774,-0.001512273,-0.024019346,-0.035740995,0.0009880432,-0.000055805,0.0000502038,0.0036206861,0.2289975042,0.0533369045,-0.001294902,0.1288055334,-0.011089912,-0.034754905,0.0000794391,,10226.088209,0.001500413,0.8179208003,-0.060027559
12-31-1984,3,456,-0.150287646,-0.001395251,-0.035172078,-0.014630472,0.0009624967,0.0000121442,0.0000852559,0.0029614246,0.2531044474,0.0463779427,0.0047139727,0.1626573613,0.0027985968,-0.02982843,0.0000695857,,17995.013047,0.0012286548,1.0188379597,-0.04845113
12-31-1984,4,456,-0.114910169,-0.003112762,0.0436490289,-0.016889769,0.0008954525,8.8320102E-6,0.0000925441,0.0028088305,0.1996174189,0.0386269391,0.0053720488,0.194767674,0.0131585971,-0.025303722,0.0000644346,,31246.849187,0.0009036601,1.0592347296,-0.033497869
12-31-1984,5,456,-0.07136802,-0.002007069,0.0387934577,-0.012896636,0.0008221892,0.000045034,0.0001058974,0.0024280638,0.2656432805,0.0327009395,0.0039916671,0.2449524525,0.0212198645,-0.022256889,0.0000577326,,55431.128342,0.00076524,1.005273279,-0.033577777
12-31-1984,6,456,-0.036538819,-0.001559096,0.0516768194,-0.006604434,0.0007835097,0.0000651075,0.0001243467,0.0023882842,0.2305482177,0.0387728234,0.0047096316,0.287275536,0.0325100239,-0.011274922,0.0000563863,,100720.57432,0.0005434097,0.8400431793,-0.017907501
12-31-1984,7,456,-0.008054809,0.0004260274,0.0504269206,-0.003137264,0.0008675681,0.0000720328,0.0001327463,0.0021156093,0.1600039194,0.0321464989,0.0033626773,0.2820820993,0.0352383901,-0.014612493,0.0000563428,,197544.97047,0.0004602248,0.7885684284,-0.016046267
12-31-1984,8,456,0.0184840347,-0.000017976,0.045045701,-0.003715318,0.0008157116,0.0000797006,0.0001284825,0.001961198,0.1663347228,0.0255227044,0.003375755,0.3321461652,0.0390378322,-0.014056556,0.0000552368,,481145.88612,0.0003282727,0.728450431,0.000350699
12-31-1984,9,456,0.0614365625,0.0014085065,0.0422983888,-0.002184163,0.0008334247,0.0001065907,0.0001761469,0.0019492161,0.1062010789,0.0071986754,0.0013334594,0.3200005317,0.0403089252,-0.005989844,0.0000537464,,10868741.535,0.0002305621,1.1711787948,-0.007028333
01-31-1985,0,455,-0.373603402,-0.002878465,-0.063591412,-0.038095238,0.0014140446,-0.000401055,-0.000178471,0.0045186567,0.0545918827,0.0421480751,-0.023162199,-0.122809,-0.054813423,0.0127986264,0.0000844087,,2693.9743576,0.0028505463,1.1623333167,-0.037433393
01-31-1985,1,454,-0.259406088,-0.00281611,-0.072148691,-0.052599971,0.0010081762,-0.000096769,8.7345028E-6,0.0032753664,0.1878123239,0.0596877897,-0.004284965,0.0739781644,-0.023748773,0.0197642232,0.000063844,,6205.4214375,0.0022263532,1.1598036724,-0.029519756
