public_date,port_beta,_FREQ_,mom12m_Mean,hxz_abr_Mean,hxz_sue_Mean,hxz_re_Mean,bm_Mean,ep_Mean,cfp_Mean,sp_Mean,agr_Mean,ni_Mean,acc_Mean,op_Mean,roe_Mean,seas1a_Mean,adm_Mean,rdm_Mean,me_Mean,svar_Mean,beta_Mean,mom1m_Mean
05-31-1981,1,360,0.411388816,0.0016846545,0.0064188161,-0.002855743,0.00074014,0.0000951956,0.000141524,0.0022230326,0.2230655644,0.0365628047,0.0026047707,0.3599289283,0.0469120933,0.0514956413,0.0000479146,,1329967.1901,0.0005967832,-1.558732354,0.0039441686
05-31-1981,2,360,0.3906636571,0.0009767403,0.0206511635,0.000695458,0.0007616025,0.0001138636,0.0001597511,0.0018779168,0.1351455258,0.0262547657,0.0021002869,0.4142158654,0.0549839168,0.053424625,0.0000334939,,10627460.127,0.0004622402,-0.613460922,-0.009644838
05-31-1981,3,360,0.3068217886,0.0023527864,-0.004480339,-0.014011251,0.0011119754,0.0001349538,0.000236081,0.0028585385,0.1475268301,0.0254842864,0.0007603997,0.3338730578,0.0389061142,0.0477311008,0.0000769408,,9329110.934,0.0003201758,-0.097360895,-0.008574009
05-31-1981,4,576,0.3983224639,0.0028549336,0.0109994318,0.0002316287,0.0010727246,0.0001265564,0.0002112025,0.002061845,0.1538914697,0.0587427714,0.0030124906,0.3232799455,0.0388692268,0.0651545208,0.0000463542,,11749611.436,0.0004215393,0.3677906606,0.0219530022
05-31-1981,5,360,0.4913732424,0.0028133757,0.0353638614,-0.004123976,0.0008551207,0.0001119524,0.0001722886,0.0021746599,0.1650672052,0.0277413541,0.0038132612,0.3593219364,0.0455716115,0.0648126384,0.0000491942,,2873896.9288,0.0003655627,0.831297496,-0.01412576
05-31-1981,6,360,0.4475863791,0.0018229959,0.0172078629,0.0002424787,0.0009210155,0.0001070806,0.0001829861,0.0024774813,0.1374191419,0.0270949441,0.0014356992,0.3553141972,0.0454332251,0.063754615,0.00004155,,3314174.8974,0.000330375,1.3089843245,0.0020519848
05-31-1981,7,360,0.5025046208,0.0013138262,0.0211587533,-0.003296037,0.0007887076,0.0001142681,0.0001551188,0.0021914031,0.170355675,0.0189044321,0.0035910503,0.3530417462,0.0486398431,0.0733990357,0.0000599478,,4222351.7132,0.0003603959,1.9172722896,-0.008652834
05-31-1981,8,360,0.618027703,-0.000700723,0.0244040533,-0.003857304,0.0006650959,0.0000940407,0.0001298672,0.0015802087,0.1923409908,0.0245121552,0.0055312352,0.3667659401,0.0481642614,0.0802199436,0.0000379719,,3549954.5594,0.0004640109,2.7575410985,-0.005000187
05-31-1981,9,361,1.1410801083,0.004239368,0.0092974472,0.0006966282,0.000592113,0.0000597504,0.0001016799,0.0017838972,0.2178527054,0.0604334556,0.0083835458,0.4500656834,0.0553247676,0.1209958453,0.0000489898,,1145237.8267,0.0007432793,4.2288533657,0.0209947341
06-30-1981,0,363,0.5795725777,-0.000207957,0.0153874304,-0.001512634,0.0006421591,0.0000400049,0.0000854777,0.0023712953,0.1832379763,0.0201590356,0.0064833984,0.3939902551,0.0502827873,0.1363771278,0.0000844692,,828381.53812,0.0010278763,-3.372279112,0.0508875173
06-30-1981,1,362,0.3035587308,0.0034862154,-0.02142886,0.0019393434,0.0008343439,0.000103585,0.0001640521,0.002316506,0.1816499136,0.017914245,0.0028702295,0.4419694347,0.042484531,0.0798214866,0.0000342589,,2220690.4728,0.0006470522,-1.515536447,0.0417138552
06-30-1981,2,362,0.2221697589,0.0005435983,0.0256980705,0.0002542441,0.0008062503,0.0001206266,0.0001715563,0.0017910965,0.146352473,0.0259414572,0.0007054622,0.3728720112,0.0451571993,0.0667298623,0.0000580876,,11379275.013,0.0003456233,-0.578015758,0.012066329
06-30-1981,3,362,0.2572991339,0.0026327933,-0.001072652,-0.013191647,0.0010630082,0.0001300597,0.0002263654,0.0028486146,0.1447409477,0.0289622022,-0.000016882,0.3197765561,0.0419908865,0.0484848492,0.000049124,,9374022.958,0.0003079977,-0.096084916,0.0079482104
06-30-1981,4,697,0.2651859776,0.0012592267,-0.001475352,-0.006265397,0.0011227647,0.0001331238,0.0002271337,0.0022370984,0.1468199835,0.0408281675,0.0009586129,0.3257248501,0.0396623484,0.0241285792,0.0000666412,,11537688.677,0.0003406247,0.4305311411,0.0180246375
06-30-1981,5,362,0.3841230398,0.0024460425,0.0116425524,0.0002624072,0.000863912,0.0001116867,0.0001645315,0.0021403515,0.1517136826,0.0372536981,0.0040716539,0.3427583025,0.0425032124,0.0364030058,0.0000504249,,2350872.274,0.0003688962,0.8959938824,0.0198729345
06-30-1981,6,362,0.4033443329,0.0021577591,0.0114595965,-0.002615285,0.0008693893,0.000101879,0.0001685353,0.0025328113,0.1415553416,0.0315816782,0.0023155055,0.3492980677,0.0438159997,0.0312211975,0.0000590476,,3124385.0873,0.0003442411,1.3524079637,0.013298506
06-30-1981,7,362,0.3853730699,0.0011971989,0.0027901293,-0.001966512,0.0007891795,0.0001096867,0.000154908,0.0022252402,0.1610998822,0.0202526829,0.0023803656,0.3568851293,0.0448214015,0.0338981304,0.000061813,,4465045.044,0.0003670601,1.9602624305,-0.011544794
06-30-1981,8,362,0.5055357989,-0.00088547,-0.002100382,-0.000628164,0.0006983851,0.0000971809,0.0001343066,0.0018184538,0.206483183,0.0132200419,0.0052987019,0.3530366375,0.0425269689,0.0219161903,0.0000442585,,3171369.5745,0.0004114786,2.7943105546,0.0268554251
06-30-1981,9,363,0.9502121131,0.0029386927,0.0391657762,0.0007925515,0.000600234,0.000069015,0.0001116798,0.0017480456,0.2259178553,0.0635488523,0.0119104275,0.4491035547,0.0482132655,0.006122281,0.0000468064,,1194566.0736,0.000638949,4.3449986049,0.0709113577
07-31-1981,0,362,0.5022456979,0.0049755977,0.0330547106,-0.000852298,0.0007385997,0.0000263261,0.0000848457,0.0030792891,0.1429803205,0.018107154,0.0077818891,0.4120696589,0.0429308914,0.1355857494,0.0001014927,,381964.68947,0.0007584286,-3.545813315,-0.016248222
07-31-1981,1,362,0.3307908547,0.001788886,-0.005398031,,0.0008163348,0.0000982501,0.0001404078,0.0020743495,0.1914800182,0.0315649068,0.0024844535,0.3287020605,0.042850466,0.0763084134,0.0000445751,,1542598.6336,0.000805893,-1.733095778,0.0466153329
07-31-1981,2,362,0.1688043795,0.0003850765,0.005498055,-0.000235614,0.0008107975,0.0001178105,0.0001741416,0.0019609601,0.1328389834,0.0182987592,0.0001999847,0.4093164717,0.042974849,0.0810875006,0.000042147,,10378340.914,0.0003550309,-0.706473833,0.0248389853
07-31-1981,3,361,0.1901846586,0.0020550577,0.0038826477,-0.002238954,0.0010486961,0.0001281362,0.0002235404,0.0027518409,0.1563182062,0.0271257502,0.0007470334,0.3419878078,0.0428667114,0.0560197383,0.0000540096,,9304202.9614,0.0003203654,-0.168038288,0.0366061246
07-31-1981,4,690,0.3085221842,-0.000155734,0.0035095254,-0.019383369,0.0011614652,0.0001366262,0.0002295833,0.0022116893,0.1488649402,0.0477339419,0.0018923706,0.3238351156,0.0385904554,0.0558017453,0.0000681257,,12899739.454,0.0003137831,0.3498362784,-0.011000883
07-31-1981,5,362,0.2915741492,0.0019447766,-0.003820878,-0.006328179,0.0009273086,0.0001218949,0.0001836833,0.0024075561,0.1454659212,0.0321671382,0.0022205856,0.3461175477,0.0398575009,0.074682005,0.000069545,,2814425.6733,0.0003479474,0.7690713612,0.0030860849
07-31-1981,6,361,0.3891485887,0.0024703835,0.0200687141,-0.037107971,0.0008638448,0.0000970842,0.0001611899,0.0024810679,0.1447928846,0.0368584492,0.0030288067,0.3320573923,0.041356821,0.0964692272,0.0000541122,,3568399.9932,0.0003470783,1.1865756748,-0.02456072
07-31-1981,7,362,0.3413099651,-0.0006134,0.0036196366,-0.020895611,0.0008009386,0.0001155187,0.0001608111,0.0022384813,0.1806775429,0.0159705301,0.0034231808,0.3826157632,0.0464758889,0.080722553,0.000056486,,4618968.7686,0.0003640723,1.8411017397,-0.00995641
07-31-1981,8,362,0.4464260068,0.0014017958,0.0035284299,-0.004182349,0.0006623152,0.000090839,0.0001301563,0.0016888759,0.185404142,0.020192479,0.0027390083,0.3633336433,0.0437338519,0.0997308984,0.0000537033,,3769776.6752,0.0004367914,2.6519411074,-0.019131942
07-31-1981,9,362,1.0984813141,0.003515868,0.0354751225,-0.002151764,0.0005676759,0.0000715682,0.0001171421,0.001593891,0.2391092517,0.0680422563,0.0111354859,0.4638476904,0.0493347968,0.1533662565,0.0000491014,,1216171.3684,0.0006190061,4.2359821376,-0.068754416
08-31-1981,0,362,0.366243591,-0.000098961,-0.001297342,-0.000507902,0.0005455176,0.0000618341,0.0000962402,0.0015834077,0.2158424336,0.01964331,0.0037958819,0.42926371,0.0528077047,0.0715903716,0.0000771114,,1296391.3987,0.0010353854,-2.664850801,0.010748617
08-31-1981,1,361,0.2100865804,-0.003292633,0.0036965166,0.012334529,0.0009762593,0.000102048,0.0001573088,0.0026915642,0.1733264274,0.0321847283,0.0034017964,0.3017869203,0.0403963218,0.0592397312,0.0000631802,,1277124.7733,0.0006789593,-1.207480639,-0.025573136
08-31-1981,2,361,0.1066978198,0.0004743015,0.0249613551,-0.000712634,0.0009477899,0.0001407861,0.0002017652,0.0022426102,0.1480572273,0.0244633223,0.0015015858,0.3815002443,0.0457086266,0.023789934,0.0000491254,,9883704.6427,0.0003069177,-0.387468072,0.0009561251
08-31-1981,3,362,0.1766501585,0.0014942287,-0.007696422,-0.001030721,0.0011988686,0.0001305515,0.0002502016,0.0025051457,0.1224995521,0.0440055285,0.0001095764,0.3269017006,0.038670671,0.0280623185,0.000053118,,15890683.171,0.0002684002,0.2378787801,0.0114554728
08-31-1981,4,684,0.1935393204,0.000914994,0.0058957113,-0.008730662,0.0010758414,0.000147355,0.0002061431,0.0029391334,0.1642646576,0.032974865,0.0018194818,0.3620370726,0.0411400188,0.0186720723,0.0000894617,,2102429.3172,0.0003611359,0.7159818971,-0.012807148
08-31-1981,5,361,0.2231765734,0.0009787736,-0.005654621,-0.007726334,0.0009290427,0.0001221169,0.0001966523,0.0024935669,0.1517719805,0.0302251048,0.0021591884,0.3527296404,0.0403279586,0.0266664936,0.0000633123,,2785192.3739,0.0003342359,1.0898117403,0.001015922
08-31-1981,6,362,0.1872063612,0.0016906935,0.0201065548,-0.000111913,0.000918592,0.0001066967,0.0001670665,0.0024691985,0.136813196,0.0304355032,0.0027421855,0.3314784145,0.0418005426,0.0116279732,0.000062944,,3304206.5136,0.0003586904,1.5954605275,-0.002137323
08-31-1981,7,361,0.224077153,0.0007921432,0.0023783786,-0.001490412,0.0008309481,0.0001198131,0.0001663255,0.0023576409,0.1846159964,0.0121340032,0.0033142011,0.3819488599,0.0469371599,0.029016602,0.0000628413,,4743116.8055,0.000410174,2.1923583151,0.0213500477
08-31-1981,8,361,0.3160142427,0.002247408,0.0029925134,-0.05766631,0.0007521051,0.0000978559,0.0001459815,0.0019062655,0.1961247629,0.0312471411,0.0045052936,0.356955785,0.0427989007,0.0322508055,0.0000500283,,2986982.7497,0.0004098691,3.1386704578,0.0045389665
08-31-1981,9,362,0.7051367917,0.001134454,0.0485647977,-0.001886302,0.0005237573,0.0000634407,0.0001137038,0.0014868316,0.3064392142,0.0772764083,0.011381173,0.5330676125,0.0547762334,0.0860592836,0.0000530251,,937938.78208,0.0007541372,4.8289767082,0.0372847956
09-30-1981,0,362,0.3065722427,-0.001207663,0.0254331598,-0.000443099,0.0006009372,0.0000624144,0.000098314,0.0016259652,0.2282048527,0.0394530161,0.0031377384,0.4137949953,0.0475922298,0.043175094,0.0000983982,,1345265.7736,0.0010276839,-2.70315011,0.005627265
09-30-1981,1,361,0.1444441037,-0.000355173,0.0292062157,0.0035064623,0.0010437128,0.0001039114,0.0001706746,0.0029300205,0.2061958964,0.039978389,0.0025431481,0.3130747264,0.0415803223,0.0034309247,0.0000636724,,923188.1532,0.0008338196,-1.271662052,-0.01438032
09-30-1981,2,362,0.0661739637,0.0001213402,0.0087394101,-0.001260006,0.0010592603,0.000155263,0.00022004,0.0024915888,0.1255298637,0.02778963,-0.00155658,0.3443420259,0.0422888289,0.0052469194,0.0000512371,,10148582.459,0.0003055154,-0.439991897,-0.028905662
09-30-1981,3,361,0.1433435037,0.0043967412,0.0739069045,-0.001005967,0.0013399848,0.0001502383,0.0002834373,0.0027791384,0.1096280005,0.0484234116,-0.000881737,0.3115983306,0.0378903289,-0.001553372,0.0000665116,,17145615.39,0.0002650614,0.1877181948,-0.032870987
09-30-1981,4,707,0.1691778665,-0.000253319,0.0216478283,-0.001749616,0.0011092415,0.0001494956,0.000229787,0.0029508651,0.1517946898,0.031177068,0.0018117511,0.3602643889,0.0413190569,0.0215050876,0.0000909906,,3160613.3456,0.0004032099,0.7032074925,-0.054455887
09-30-1981,5,361,0.1917611416,0.001746958,0.0064682183,-0.007289802,0.0010190442,0.0001332793,0.0002004177,0.0028030166,0.1434154049,0.0349913388,0.0018896095,0.3475526971,0.0435055374,0.0418071148,0.0000519251,,2250697.4983,0.0003787069,1.0898957703,-0.050687343
09-30-1981,6,361,0.1757170103,0.0009030228,0.0267536508,-0.003792044,0.0009593586,0.0001144121,0.0001732655,0.0026494261,0.1564358834,0.0337889371,0.0032029946,0.3305243878,0.044813865,0.0311423557,0.000063674,,3110829.8869,0.0003779176,1.6284407546,-0.066871951
09-30-1981,7,362,0.1934141814,0.0009675353,0.0290834082,-0.001296032,0.0009390573,0.0001389696,0.000201959,0.002637891,0.1594616341,0.0156077247,0.0002996207,0.3853392274,0.0497374636,0.0547489098,0.000069835,,4504144.4257,0.0004244953,2.1721741158,-0.066922637
09-30-1981,8,361,0.2735198015,0.0021647845,0.0270569939,-0.044436042,0.0008179712,0.0001055919,0.0001553763,0.002137427,0.1746849535,0.028134612,0.0039733506,0.350876489,0.0460610906,0.0706565017,0.0000481539,,3004049.9013,0.0004553042,3.118801634,-0.083138624
09-30-1981,9,362,0.5701014638,-0.000495336,0.0371993018,-0.001047271,0.0006218718,0.0000789309,0.000137661,0.0017667303,0.313445556,0.0786048803,0.0111695571,0.5228532192,0.0521483549,0.0993889455,0.0000573124,,999255.28524,0.0009530851,4.8483905406,-0.116069744
10-31-1981,0,361,0.0556050443,-0.002740129,0.0049297086,0.0013536379,0.0007414761,0.000063256,0.0001065222,0.0022679766,0.3228909215,0.0225530565,0.0015508898,0.3684146963,0.0446341036,-0.037535302,0.0000983453,,1022430.9694,0.0013633805,-2.24212825,-0.127422211
10-31-1981,1,361,-0.004334933,-0.005240961,0.1226042457,-0.001243705,0.0010016197,0.0001119916,0.0002034702,0.0025170993,0.1325756621,0.022757534,-0.003609146,0.3105020861,0.0396602672,0.0208073349,0.0000588264,,12979959.812,0.0003947731,-0.838366832,-0.045571015
10-31-1981,2,361,0.0758915415,-0.000603632,0.0305913813,-0.000761243,0.0012234313,0.0001806956,0.000278372,0.0032255566,0.1267048457,0.0286694962,-0.000447463,0.3261961769,0.0449915828,0.0285572684,0.0000550894,,7461967.2891,0.000352437,0.0072244276,-0.056058715
10-31-1981,3,360,0.1158086486,0.0020625989,0.0098031501,0.0034658171,0.0013670955,0.0001290158,0.0002508317,0.0025097925,0.1148996743,0.0679373509,-9.680594E-6,0.2753197672,0.031673138,-0.010440595,0.0000995798,,16452528.839,0.0002867684,0.4810921624,-0.024359225
10-31-1981,4,707,0.0754870712,0.0004283135,0.0195027641,-0.003583918,0.0011117959,0.0001460455,0.0002277621,0.0031442394,0.1568698355,0.0309278346,0.002034193,0.373491579,0.0429826127,0.0240255727,0.000063971,,3262586.3381,0.0004432034,1.0029828791,-0.057719363
10-31-1981,5,361,0.092112127,0.0004913974,0.0127825334,-0.005033246,0.0010160626,0.0001325026,0.0001881189,0.0029264356,0.1219877512,0.0285755879,0.0016242521,0.3228450396,0.0417601871,0.0070734816,0.0000668136,,2682695.6291,0.0003845019,1.5169834412,-0.045404579
10-31-1981,6,360,0.0451608325,0.0005616291,0.0191456343,-0.011623216,0.0008857793,0.0001186289,0.000176399,0.0022636792,0.1591915258,0.0290131361,0.001783667,0.3580473118,0.0458825559,0.0112686418,0.0000548605,,3535110.4754,0.0004471717,1.9682418013,-0.047681854
10-31-1981,7,361,0.0893668698,0.0023071529,0.0283481183,-0.011484794,0.0007539791,0.0001195843,0.0001693059,0.0021047951,0.1849617909,0.0258562267,0.0017379807,0.3974288003,0.0517034501,0.0375558249,0.0000655951,,4392034.0929,0.0005242533,2.6422923496,-0.068830058
10-31-1981,8,361,0.1151983476,0.0014005765,0.0308914469,-0.013507131,0.0007123301,0.000098737,0.0001370354,0.0018735724,0.1850288664,0.0347363967,0.0056545144,0.3714102626,0.0475010389,0.0402053375,0.0000465602,,3076026.1228,0.0005394413,3.5138581146,-0.048023697
10-31-1981,9,361,0.2240822837,0.0028168266,0.0599555472,-0.001664646,0.0005251433,0.0000756268,0.0001263809,0.0013168861,0.295483601,0.0657700173,0.006701252,0.5034803552,0.0590198017,0.0841354973,0.0000354229,,2063401.8069,0.0011575375,5.3342775872,-0.076758637
11-30-1981,0,361,-0.116827376,-0.009085191,0.0190095872,,0.000781266,0.0000368206,0.000092599,0.0032201987,0.2443708655,0.0247945174,-0.004196501,0.3760091154,0.04405128,0.0580206899,0.0001013125,,404082.6533,0.0012674188,-2.605814859,-0.020013764
11-30-1981,1,361,-0.043736765,-0.004881619,0.1178031315,-0.001548725,0.0009303871,0.0001027676,0.0001848867,0.0022392239,0.1689799609,0.0169031887,-0.003188668,0.3119158396,0.0407506283,0.0481697944,0.0000587225,,13641695.976,0.0005650179,-0.79984196,-0.025887362
11-30-1981,2,361,-0.005616289,0.000514292,0.0085762961,-0.001705377,0.0012359233,0.0001609571,0.0002521327,0.003111355,0.1253632885,0.0407576445,-0.000369084,0.2874825069,0.0373998349,0.1125402222,0.0000625555,,2003908.7889,0.0004557238,-0.027098739,0.021656783
11-30-1981,3,361,0.0877813938,0.002872846,0.0257986524,0.0058753196,0.0012832297,0.0001397914,0.0002532666,0.0026510336,0.1194556073,0.0575226917,0.0005594346,0.2928722886,0.0393385976,0.0417035079,0.0000928901,,18611996.629,0.0002648553,0.4638477239,0.020760001
11-30-1981,4,705,0.001447817,-0.000516734,0.0178370222,-0.004805514,0.0010543739,0.0001373228,0.0002254826,0.0027367067,0.1481951749,0.0395827746,0.0015636949,0.3639308012,0.0418242083,0.0943808173,0.000060525,,3675179.9823,0.0004082393,1.0259381558,0.0559563073
11-30-1981,5,361,0.0332616655,0.0009755761,0.0144076114,-0.003746613,0.0009574298,0.000127508,0.0001710155,0.0028080218,0.1258824034,0.0318984082,0.0018337933,0.3239123382,0.0438513313,0.0933183421,0.0000581668,,2975538.6602,0.0003608243,1.5312285492,0.0494554882
11-30-1981,6,361,-0.006674579,-0.000696306,0.0198496729,0.0004491381,0.00088497,0.000116974,0.000171751,0.0022283072,0.1499130054,0.0229794196,0.0022129041,0.3408836823,0.0443266924,0.1110867895,0.0000541184,,3697646.5585,0.0005004911,1.9977244937,0.0650702569
11-30-1981,7,361,-0.017768316,0.0009710595,0.0206396433,-0.060979666,0.0007700249,0.0001171464,0.000170865,0.002218756,0.1839105926,0.0222198617,-0.000294203,0.4046783051,0.0505221754,0.1467298361,0.0000643958,,4635965.7342,0.0006499453,2.5710811666,0.1200580831
11-30-1981,8,361,0.0256241792,0.0022352656,0.0395457968,-0.006043914,0.000669048,0.000092013,0.0001302871,0.0016885613,0.1956625511,0.0415087243,0.0062061341,0.377363014,0.0467326034,0.1308008588,0.0000440517,,3157148.945,0.0006240987,3.4627587357,0.1247062324
11-30-1981,9,361,0.0432072224,0.0036913345,0.0581586472,-0.00245756,0.0005118433,0.0000739164,0.0001219567,0.0012739956,0.2979824514,0.0628838417,0.0063766863,0.4886688801,0.0583592135,0.165735585,0.0000371821,,2266211.1013,0.0011638303,5.2657342065,0.2482376704
12-31-1981,0,362,-0.172086341,-0.007969211,-0.031268461,-0.001314451,0.0007714634,0.0000398165,0.0000984672,0.0030654794,0.2225481221,0.0239666402,0.0004642893,0.3020864559,0.0329409025,-0.071911135,0.0000973331,,396775.16268,0.000923486,-2.601425956,0.0130385223
12-31-1981,1,362,-0.104666609,-0.004637405,0.006126243,-0.001988873,0.0009019072,0.0000974707,0.000200928,0.0022648627,0.1793440292,0.0205241826,-0.005119928,0.3041786148,0.027402152,-0.030547341,0.0000555787,,14664547.415,0.0004539467,-0.781137373,0.0603871975
12-31-1981,2,362,-0.059835956,-0.000588247,0.0041200845,-0.000111723,0.0013342793,0.0001693308,0.0002437645,0.003255592,0.1309843765,0.0345873892,0.000101897,0.2691390636,0.0364801445,-0.021152393,0.0000657962,,1809600.3473,0.000322306,-0.026365298,0.0485827883
12-31-1981,3,362,0.0923671165,0.0006435466,0.0115868914,-0.002341918,0.0013004592,0.0001446426,0.000259744,0.0026579548,0.1663967253,0.0766957007,0.0019266958,0.2924107129,0.03476328,-0.001737943,0.0000773462,,17863606.648,0.0002176821,0.4730567969,0.049883099
12-31-1981,4,740,-0.033628905,-0.001389414,0.0137429359,-0.058799572,0.0011554481,0.0001440919,0.0002304814,0.0030296668,0.1282119729,0.0332523578,0.001388712,0.3413138646,0.0390794341,-0.019655756,0.0000747854,,3151688.9275,0.0003512724,1.0188973143,0.0562524179
12-31-1981,5,361,0.0067858705,0.0004719721,0.0124726013,-0.003390421,0.000997327,0.0001348647,0.0001902017,0.002899697,0.1277728013,0.03283411,0.0013612317,0.3169476232,0.0421779964,0.001532535,0.0000575004,,2948151.9245,0.000290772,1.5069030255,0.0269645845
12-31-1981,6,362,-0.011526748,0.0003555538,0.0202443747,-0.002319565,0.0008842793,0.0001174864,0.0001756127,0.0023214038,0.1332729162,0.0177760504,0.0001476308,0.336205004,0.0459745365,-0.025292829,0.0000616237,,3514750.4389,0.0005295182,1.9699412255,0.0635392305
12-31-1981,7,362,-0.028658871,0.0004096002,0.0321807819,-0.052731886,0.000875237,0.0001302367,0.0001920722,0.0024625456,0.1817294242,0.0261864916,0.000440298,0.3558682063,0.0495897826,-0.026709558,0.0000692254,,4398039.1053,0.0004066161,2.5640658445,0.0395863101
12-31-1981,8,362,0.0547425962,0.0021397011,0.0301316473,-0.002646123,0.0007178379,0.0001007496,0.0001424786,0.0018536452,0.1913631309,0.0295440127,0.0057695912,0.3833764636,0.0489930998,-0.016697718,0.0000435401,,3167217.5144,0.0004936334,3.4289928322,0.0520540134
12-31-1981,9,362,0.1413825841,0.0045650488,0.0563337665,-0.000357828,0.0005516554,0.0000825695,0.0001351598,0.0014326397,0.2711348368,0.0452740358,0.0052161254,0.4815263134,0.0556934739,-0.032164522,0.0000424384,,2064697.967,0.0007367232,5.2162088131,0.0489016189
01-31-1982,0,362,0.118734485,-0.003261688,-0.050340422,0.008215873,0.0007051191,0.0000428822,0.000097702,0.0024768033,0.4341801222,0.0311993709,0.002454584,0.299254221,0.026547135,0.0068311164,0.0001071684,,1008316.7656,0.001006866,-2.642547372,-0.036929462
01-31-1982,1,361,-0.038967547,-0.007326363,0.0586186838,-0.040173433,0.0013008999,0.000104201,0.0002891888,0.0037686623,0.1741452775,0.0435194726,-0.004046866,0.2734430179,0.0210873987,-0.010140079,0.0000483113,,3323135.9562,0.0004888743,-1.099543349,-0.006962415
01-31-1982,2,361,-0.05422655,0.0046400628,-0.008606469,-0.00244492,0.0010493295,0.0001442151,0.0001978066,0.0025451199,0.1086778748,0.0307323969,-0.002514634,0.2976713892,0.0374218784,-0.034993334,0.0000731529,,14156237.588,0.000293584,-0.245805138,0.006925489
01-31-1982,3,360,0.1302805459,0.0003670186,0.0088169163,-0.012234759,0.0013140145,0.0001494519,0.0002674739,0.0026818999,0.1656428208,0.0698046493,0.0019072025,0.3170529924,0.0358194476,0.025728557,0.0000671646,,18596167.113,0.0002145824,0.3296880005,-0.021173017
01-31-1982,4,733,0.0328791793,-0.000907416,0.0107952463,-0.001815317,0.0012028029,0.0001486659,0.0002388186,0.0030749501,0.1323229866,0.0459497148,0.0005724408,0.3201210275,0.0377043443,-0.031720363,0.0000750705,,2753700.8788,0.0003595561,0.7604211643,-0.026681824
01-31-1982,5,361,0.032900764,-0.000311824,0.0160389234,-0.008319059,0.0010926252,0.0001455181,0.0002193196,0.003139471,0.1289483378,0.030487138,0.0008276252,0.3168436287,0.0419190424,-0.037338314,0.0000834313,,2886576.4631,0.0003232484,1.238833489,-0.02622132
01-31-1982,6,361,0.0647524825,0.0019576448,0.0398142101,-0.004873563,0.0009398279,0.0001277774,0.0001816376,0.0024131917,0.1400870259,0.0224000687,0.0024434118,0.3214354719,0.0467427079,-0.036108049,0.0000407883,,4046601.5814,0.0004493603,1.6929822378,-0.025829315
01-31-1982,7,360,0.071685862,0.0016160637,0.0210291141,-0.049711181,0.0008701731,0.0001268469,0.0001847171,0.0024996927,0.1753541598,0.0297520124,-0.000726468,0.3723617334,0.0488549587,-0.041094456,0.0000774627,,3078248.3241,0.0004220088,2.2635474429,-0.038831026
01-31-1982,8,362,0.095322925,0.0018651253,0.0154953486,-0.006708277,0.0006596842,0.0000949445,0.000127207,0.0016931027,0.1759666569,0.0196619724,0.004888566,0.3689191507,0.05020982,-0.027135595,0.000049374,,3686895.569,0.0004507228,3.1118875131,-0.026594329
01-31-1982,9,361,0.1968972967,0.0052012794,0.0545228686,-0.004038997,0.0006394838,0.0000972278,0.0001545956,0.0016514742,0.261074473,0.0374915514,0.0043846645,0.4540678119,0.0549078179,-0.076388053,0.000048141,,1991527.6172,0.0006810794,4.6096987349,-0.034718339
02-28-1982,0,362,0.090003124,-0.002077312,-0.082699759,-0.004120239,0.0007584304,0.0000413077,0.0001031873,0.002696942,0.3936379064,0.0281405423,0.0008308513,0.2804264863,0.0244212325,-0.024698466,0.0001174281,,948235.07238,0.0008634601,-2.576895833,-0.073348164
02-28-1982,1,361,-0.03081752,-0.002074906,0.0635933296,-0.031764639,0.0013933311,0.0001134704,0.0002971988,0.0040676188,0.1787462944,0.0441785603,-0.003851711,0.2901290498,0.0216807687,0.028911104,0.0000521592,,3123861.3912,0.0004885701,-1.030467563,-0.051443085
02-28-1982,2,361,-0.019303383,0.004579127,-0.007233543,-0.002060136,0.0010883174,0.0001500254,0.0002022707,0.0025839322,0.1045245688,0.0300248225,-0.002164797,0.2926027319,0.0372109217,0.0067902992,0.0000752924,,14452745.387,0.0002719496,-0.22430892,0.0190343736
02-28-1982,3,362,0.0800037785,0.0006846169,0.0106477753,-0.040913911,0.0013863058,0.0001571122,0.000278199,0.0028248959,0.1662164583,0.0662427158,0.0020034273,0.3018008704,0.0353523193,0.0138048538,0.0000709318,,15810021.289,0.0002004442,0.3589677181,-0.012630881
02-28-1982,4,736,0.040210958,0.0012136846,0.0061733077,-0.116805221,0.00125784,0.0001611845,0.0002630914,0.0032953088,0.1212666196,0.0411828792,0.0001866882,0.3412624937,0.037284855,0.0080095554,0.0000878321,,2609943.2413,0.0003442197,0.8206922666,-0.030075415
02-28-1982,5,361,0.0546783136,0.0012383254,0.0142419973,-0.000714122,0.0011015573,0.0001468377,0.0002153974,0.0032067523,0.1325711084,0.0288369915,0.0010221052,0.3189009907,0.0449712065,0.0213968618,0.0000702007,,2619796.0158,0.0003146635,1.2976550303,-0.036243959
02-28-1982,6,362,0.0576218602,0.0023204477,0.0362958209,-0.000999454,0.0009930291,0.0001257411,0.0001794107,0.002386541,0.1351354391,0.0225698708,0.0019186313,0.3089925529,0.0437064723,0.0312442984,0.0000449848,,3324243.6429,0.0003240005,1.7289382406,-0.002722859
