public_date,port_beta,_FREQ_,mom12m_Mean,hxz_abr_Mean,hxz_sue_Mean,hxz_re_Mean,bm_Mean,ep_Mean,cfp_Mean,sp_Mean,agr_Mean,ni_Mean,acc_Mean,op_Mean,roe_Mean,seas1a_Mean,adm_Mean,rdm_Mean,me_Mean,svar_Mean,beta_Mean,mom1m_Mean
02-29-1976,6,375,0.2406374467,0.0022083457,0.0120261486,,0.0008533229,0.0000856742,0.0001398154,0.0021053575,0.0665097619,0.0228637791,0.005882988,-0.126936826,0.0350684029,0.05089518,0.0000412712,,1418614.0309,0.0004377795,1.7133189128,0.1245720383
02-29-1976,7,375,0.3447436593,0.0013522431,0.0243680901,,0.0006229965,0.0000679777,0.0001301334,0.0016142707,0.1089294043,0.0116782737,0.0105528609,-0.055486935,0.0397023511,0.0862290525,0.0000226288,,7354676.735,0.0003408736,2.2842913787,0.1373436148
02-29-1976,8,376,0.3640066021,0.0024141793,0.017638875,,0.0007231716,0.0000799122,0.0001222642,0.0018573903,0.1155079868,0.0096570803,0.0139744924,-0.2712811,0.0390323657,0.0717264416,0.0000270767,,1949821.9708,0.0005240033,2.9554939616,0.1649672697
02-29-1976,9,376,0.5560082969,0.0056793446,0.0492526674,,0.0006588149,0.0000627213,0.0001166002,0.0016001372,0.1427790349,-0.004768687,0.0030411077,-0.94538572,0.0431334722,0.1203776782,0.0000332787,,852365.94274,0.0008635329,4.6002745312,0.2347907769
03-31-1976,0,376,0.2802653811,0.0033899516,0.0291592902,,0.0009743883,0.0000716683,0.0001396097,0.0029335863,0.0568977934,0.0158415048,0.0031111102,-0.148775522,0.0346747832,0.1181311745,0.0000442577,,388846.4342,0.0007758868,-1.944338857,0.109310795
03-31-1976,1,375,0.2666150659,0.003809879,0.0158758138,,0.0011276311,0.0000995115,0.0002073598,0.0025856666,0.0918387004,0.0111150375,0.0024580127,0.0196536367,0.0310207118,0.0510937932,0.0000387374,,1567416.1188,0.0004341966,-0.644046312,0.0440286252
03-31-1976,2,375,0.3418949409,0.0028294796,0.0136461187,,0.0008914352,0.0000955597,0.0001653666,0.0017743987,0.1367595673,0.0294809768,0.006171704,0.271828201,0.0371493587,0.0490788334,0.0000393024,,1280731.1165,0.000356218,0.0076408809,0.0365802393
03-31-1976,3,376,0.342370196,0.0014118286,0.0089623602,,0.0009367704,0.0000921758,0.0001522493,0.0021838596,0.0981789227,0.0229749616,0.004181272,0.2521227914,0.0321832736,0.051904606,0.0000489919,,2026303.5305,0.0003432253,0.4815275941,0.0070105899
03-31-1976,4,530,0.3887689963,0.0019813037,0.0148940954,,0.0008701042,0.0000935235,0.00017564,0.0019518531,0.1029027025,0.0213679588,0.0065378526,0.0748052087,0.0385272863,0.0551114856,0.0000426673,,1944565.8471,0.0003841685,0.8945022682,0.0092139355
03-31-1976,5,375,0.2930233546,0.0043877119,0.0140106822,,0.0007311952,0.0000872691,0.0001848756,0.0013969407,0.1040456565,0.0169581376,0.0036834996,0.3817108077,0.0399714018,0.0033210853,0.000031411,,15769530.315,0.0002080449,1.3453983045,-0.001994219
03-31-1976,6,376,0.3060194516,-0.000321495,0.036469009,,0.0007703029,0.000078589,0.0001402006,0.0019202034,0.0844942198,0.0209166327,0.0056887921,-0.225795506,0.0354561574,0.0520319022,0.0000388527,,3087894.1103,0.0003830395,1.7182839508,-0.004619524
