date,AERO,AGRIC,AUTOS,BANKS,BEER,BLDMT,BOOKS,BOXES,BUSSV,CHEMS,CHIPS,CLTHS,CNSTR,COAL,DRUGS,ELCEQ,FABPR,FIN,FOOD,FUN,GOLD,GUNS,HARDW,HLTH,HSHLD,INSUR,LABEQ,MACH,MEALS,MEDEQ,MINES,OIL,OTHER,PAPER,PERSV,RLEST,RTAIL,RUBBR,SHIPS,SMOKE,SODA,SOFTW,STEEL,TELCM,TOYS,TRANS,TXTLS,UTIL,WHLSL
1976-01-31,0.8069945894,0.5818776362,0.9275704965,0.7966436001999999,0.8998398498000001,0.7340478484999999,0.6660877701,0.763250433,0.6020751063,0.9157957496,0.7534121608,0.41460498869999995,0.5062512671,0.7534291456000001,0.9598602720999999,0.7738186429999999,0.2795960114,0.7233580489,0.8613934094,0.6912959056999999,0.7275968798000001,0.7235461073999999,0.9543905365,0.32019027920000004,0.8675770941,0.8322562691,0.7452605098,0.7833008301000001,0.7153782058,0.7027103245,0.8343671686,0.9421241409000001,0.4985858151,0.8885034005,0.424149402,0.2343844816,0.8279089552,0.6647728384,0.5403013082,0.9348410638,0.9161849603,0.9863951648999999,0.7609712553,0.9529148528,0.5726607946,0.7927603726000001,0.5656419857,0.8266142459,0.5922049598
1976-02-29,0.8026822122,0.5595689896,0.9264122172,0.7892527747,0.8932198834999999,0.7208747061,0.6595739885,0.7588548576999999,0.5849713314,0.9139102943,0.7360094923,0.39919639009999996,0.4949492971,0.7541811009,0.9553206203,0.7707044114,0.2861337072,0.7337807009,0.8517825749,0.6710135070000001,0.7275971468000001,0.7258505805,0.9504891161,0.3179834347,0.8582118061,0.8314608481999999,0.7330074453000001,0.7823699665,0.7051557345999999,0.6964491144,0.8346904188,0.9379235840000001,0.5102735025,0.8852959895999999,0.4298689483,0.20570580219999998,0.823968563,0.6686199914000001,0.5804497285,0.9280708234999999,0.9056405175,0.9848113111,0.7669430716,0.9526953361,0.5713948493,0.7868492978,0.5466413763,0.8180848316,0.5782425497
1976-03-31,0.8082068425,0.5685239645,0.9289450438,0.7951717612,0.8906139042,0.7319365417,0.6480869308,0.7587587845,0.5804868261,0.9112930449,0.7403176965,0.418298368,0.4940784392,0.7378942451999999,0.9575358756,0.7707291470000001,0.2794993396,0.7336637358,0.8490216067,0.6668726408,0.7267058973999999,0.7209828389,0.9513673466,0.2884809453,0.859627617,0.831652822,0.7294417112999999,0.7791795348,0.7084581918,0.6911360418000001,0.8374351769,0.9412856481,0.4900240554,0.8874583362999999,0.4173184712,0.2022564175,0.828008315,0.6697148734,0.616451414,0.9307799719,0.9071539406999999,0.9848582753,0.7745304531,0.9520054427,0.5703702182,0.7864780982999999,0.5424369132,0.8183687556,0.5804723897999999
1976-04-30,0.8219208292,0.5710440361,0.930349112,0.7940388125,0.8890810709999999,0.7337576173,0.6429885397999999,0.7630659173000001,0.577412363,0.9124310317000001,0.7436303899,0.41470003619999996,0.48536218880000004,0.7561358212999999,0.9562001945999999,0.7740219404,0.3038857866,0.7198569407,0.8502135467,0.6634235952,0.734515818,0.7219070942,0.9480751792000001,0.2992967674,0.8573477820000001,0.8255297436,0.7310239259,0.7815373169,0.7007782933,0.6918412004000001,0.8389656094,0.9424216554000001,0.4777072596,0.8865009831999999,0.40679929369999995,0.23635728379999998,0.8228388876,0.6579071456000001,0.6266238275,0.9309173231,0.9028846541,0.9845527037999999,0.7768586048999999,0.9532482025,0.5621630094,0.7901904442000001,0.5344740601,0.8203434762999999,0.5914620519
1976-05-31,0.8294059272,0.5605203317,0.929675225,0.7939066298999999,0.8870391793000001,0.7319364208,0.6386956388,0.7639863402,0.5802803579,0.9110193547,0.7499324766,0.39872373920000004,0.4877218246,0.7712741445,0.9555163904999999,0.7790728943,0.2977096198,0.7366980129999999,0.8539505154000001,0.6700570421,0.7292412228,0.7301240253,0.9480057779000001,0.2704841529,0.8584560492000001,0.8222972842,0.7323169989,0.7873588758,0.6880527954000001,0.6843392674,0.8387962876,0.9445317829000001,0.4957486269,0.8855079225,0.41147085299999997,0.22186145780000002,0.8162866243000001,0.6639446210000001,0.6282598763,0.9278201248000001,0.9041268957999999,0.9853807761,0.7826647934000001,0.9523362766,0.5455390612,0.796134641,0.5269933562,0.8182929415000001,0.5975497644
1976-06-30,0.8388899137000001,0.5536706436,0.9287356077,0.7993703706,0.8900282965999999,0.7226140493000001,0.6485529975,0.766450863,0.584840818,0.9058613797,0.756664357,0.4010544152,0.5131123473,0.7717634701,0.9542054055,0.7847707826000001,0.3525936723,0.7339471614,0.8563947237999999,0.6654925775,0.7274683289,0.7472499748999999,0.9489409053,0.2774648925,0.8638253455,0.8253726462000001,0.7346566542,0.7908715197,0.6970976306000001,0.6849973926,0.8430502009,0.9452373297,0.5118721551,0.8830075809000001,0.4278552189,0.21916779260000002,0.8146181514,0.6467974102,0.604413555,0.9236961032,0.9062043016,0.9860765386,0.7861957533,0.9524387645,0.5492561738,0.796858191,0.523855188,0.8165819465,0.5947079871000001
1976-07-31,0.8339324425,0.5610525087,0.928448942,0.7971082104,0.8910975921,0.7203614540000001,0.6513311508,0.7642850586,0.5838645533,0.9033994384,0.7524020095,0.39329904369999996,0.5085498564,0.7562433578,0.9541276167,0.7824233204000001,0.3522611021,0.7208479734000001,0.8597417247,0.6744067108,0.7140525515999999,0.7536157464,0.9470945142,0.2946766557,0.8642335565000001,0.8363360499,0.7361394539,0.7878408712999999,0.6931789893000001,0.6867152406999999,0.8412241012,0.9450947394,0.5000795602,0.8823328686,0.4372726137,0.2129296423,0.8117112062999999,0.6463423944,0.6163502608,0.9276896619,0.9085734393000001,0.9859298998,0.7886503954999999,0.9528777745999999,0.544299842,0.7938328878,0.5292177132,0.8219962695,0.5879561685
1976-08-31,0.8379751440000001,0.5538845179999999,0.9291041931999999,0.7963867134,0.8936225959,0.7153297409999999,0.6468308497999999,0.7610356562,0.5810048452000001,0.9015492572,0.7497296679000001,0.3857189267,0.521220714,0.756596633,0.9548581175,0.7817014256,0.35708775670000004,0.7127882504,0.8620871114,0.6737877904999999,0.7046730120999999,0.7497655720999999,0.9498887167,0.3054618533,0.8679822422,0.8419404365000001,0.7324016679,0.7872457365000001,0.6914102101,0.6857226768000001,0.8368301681999999,0.9457415422,0.5029130585,0.8846732005,0.4448886137,0.2441615073,0.8187053951000001,0.6512569073,0.6070236475999999,0.9308261889,0.9100871183,0.9861207795,0.7873600990999999,0.9549139506000001,0.5379565572999999,0.7903741055,0.5346174189,0.8277212908,0.5829834581000001
1976-09-30,0.8419611354000001,0.5615331458,0.9334713105,0.7907764288,0.8845013945,0.7199928609,0.6534876084000001,0.7641283834,0.5963157816,0.8992273743000001,0.7532008199,0.3971557414,0.5006828207999999,0.7457404983,0.9557461586,0.7772237027,0.35853591090000003,0.7188150338,0.8613242901,0.674047306,0.7052453495000001,0.7485389579,0.9475178976,0.3078652337,0.8679871597,0.8417129051000001,0.737979595,0.7843511188,0.6856671283,0.6925875506999999,0.8384890702,0.9465954637999999,0.4944723474,0.8849704892,0.4500212275,0.2503117095,0.8165522192,0.6461794318999999,0.6181437751,0.9337484424,0.9072218034,0.9863626951000001,0.7862834916,0.9544608595999999,0.5248626946,0.7881945127,0.5338652781000001,0.8307490868,0.5817287198
1976-10-31,0.8341336463,0.5753593397,0.9342786479,0.7950084894,0.8814983947,0.7286774347,0.6554114375,0.7627527815999999,0.5912066988,0.8995849333,0.7469460878,0.4034367241,0.49191180590000005,0.7388826451,0.954791044,0.7702959233,0.32763516800000003,0.7202958257,0.8632325222,0.6824292639,0.7129889116,0.7398202817,0.9476209303,0.3050255241,0.8672134812000001,0.8444278336,0.7373323827,0.7823319672,0.6849700359,0.6889644656,0.8363212283,0.9460105081999999,0.5030743929,0.8852816765000001,0.4513280364,0.23621059719999998,0.8204268220000001,0.6535080346,0.5998675295,0.9340483273000001,0.9051098549,0.9862299648,0.7772090604,0.9559572147,0.534329484,0.7876253345,0.5385848376,0.8325318331999999,0.5875806381
