date,0,1,2,3,4,5,6,7,8,9
1976-01-31,1.1890540595999999,1.4965759207,1.0853576134,1.3937391203,1.7900489335,2.0810863393,2.0254208865,1.8989237319999999,1.8599753731,1.8598983819
1976-02-29,1.297388255,1.263678701,1.2731111667,1.4044265319999998,1.8533767571000002,1.8575811396000002,2.0191695886,1.9040856525999998,1.4100678375,1.0829552723
1976-03-31,1.2206461858,1.3887411988999998,1.3530605941,1.4058804861,1.7399646822,2.1049873439,1.786941792,1.7508408321000002,1.7769659566,1.5527543984
1976-04-30,1.3125246174,1.2892319683,1.2532414718,1.5751500753999998,1.8789064692,1.6666231422,1.7377661562,1.9441817741,1.6293430411,1.6088556154
1976-05-31,1.2846095596,1.3550528436000002,1.3678907249,1.4526427738999999,1.9869729003999999,1.6255537130000002,1.7382741786000002,2.027127209,1.9530623339,1.8236284486
1976-06-30,1.0923181993000002,1.5091222528000001,1.4314156519,1.3827373661000002,1.7922390815,1.9915954062,1.9561848155000001,2.2088908693000002,1.6844751769,1.8402186551
1976-07-31,1.2299461808,1.3883648165,1.4260719590000002,1.4425612138,1.5636569378,1.8693056139,1.6767064876,2.1315729263,1.9513439961,1.4923135858
1976-08-31,1.1879996665,1.3098263051,1.5493515916,1.3833625090000001,1.62762567,1.7033944291999998,1.8158252780000002,2.0773427897,1.6622222408,1.2341193281
1976-09-30,1.1982785957,1.2570992478,1.6978735571,1.5653857915,1.5739749227000002,1.953910632,1.5763109541,1.5899846367,2.0913681004,1.5327932428
1976-10-31,1.1540831067,1.2114921116,1.5294953113,1.4377491926,1.8060634134,1.6496022693,1.7206933275,1.4753648507,1.8343141244,1.8163311046000001
1976-11-30,1.0980705692000001,1.3900442418,1.2139429839,1.627900475,1.4917972587000001,1.6400709862,1.6124601332,1.6415160504,1.6867926665000001,1.6382108031
1976-12-31,1.267673488,1.4088658101,1.3805790855000002,1.6127680161000002,1.6489841208000002,1.6329722765,1.8529280391999998,1.8191001693000002,1.6499159691,1.3900130571
1977-01-31,1.3522774884,1.3253533431,1.3770376776,1.5188657091,1.5125395984,1.572479582,1.5933641815000001,1.7333078788999998,1.6710452745,1.1379884583
1977-02-28,1.3687377238,1.2563634962,1.4386131119,1.4882058658000001,1.643026418,1.5451269108,1.5465038205000001,1.5443817287000001,1.7425986394,1.348688431
1977-03-31,1.3146719034999998,1.3562191738999998,1.2159381981,1.6674593354,1.6059403577000002,1.4785751398,1.7219857122,1.7184579022,1.6756185358000002,1.2155355412
1977-04-30,1.2159049273,1.4613894300999999,1.280889444,1.3388878581,1.7532982494999998,1.7005973484,1.748371577,1.7048293968000001,1.6207844411,1.2520221936
1977-05-31,1.2178776052,1.4326558441,1.2956911861,1.3155681832,1.8064731540999999,1.8165763825,1.6712893963,1.6704959075,1.6784938597,1.3111827547
1977-06-30,1.3474395899,1.2994857120999999,1.5593522107,1.3616236216,1.9785295805,1.7298245202000002,1.454458134,1.6600621225,1.4750239926,1.7620690683000002
1977-07-31,1.2201457425,1.5046654991,1.5011627534,1.5293306065999999,1.9396521033,1.4902677321000002,1.752124774,1.6905180122999999,1.5148396805000002,1.6833075791
1977-08-31,1.2085459169,1.5088152765,1.5092619572,1.5946990947,1.59464533,2.0237721854,1.3184930284999998,1.8903709429,1.764633995,1.3916382403999998
1977-09-30,1.2252356354,1.405092044,1.5967942247,1.3650471530000001,1.7269498230000002,1.4897148392,1.5855771155,2.0092623366,1.5721429263999998,1.1684759676
1977-10-31,1.3573375682,1.2951944732,1.548861239,1.6213620484,1.5520630305,1.6002871836,1.7142345404,1.9977440197,1.7188286778,1.2300246531999999
1977-11-30,1.3716441525999998,1.4959893168,1.2279750818000001,1.6943851058000001,1.4868313175,1.9918248158,1.9403968907,1.6456170509999999,1.7141464185,1.9090445236000002
1977-12-31,1.3848792991,1.4289569303,1.3135906497,1.5952997313,1.6104853478999999,1.96689041,2.0119045125,1.3863737512999998,1.9511526444999998,2.0025694072
1978-01-31,1.2807636555,1.6005909071000002,1.3570430937,1.5926357388999999,1.662848886,1.7416721547999998,1.8497231437000001,1.9126897628,1.8538243249000002,1.6635208681
1978-02-28,1.3349952012000001,1.5749245469,1.4487625449000001,1.5198117663,1.6905643662999998,1.5709447462000001,1.5430487962000001,1.944888221,1.8601255638,1.4703139195
1978-03-31,1.5262092297999998,1.4860022411000002,1.7138722836000002,1.2775097604999999,1.8510857980000002,1.4926821662,1.7554570849000002,1.7273808712999998,1.8792891486,1.3507311918
1978-04-30,1.6401596193999999,1.5517829062000001,1.6488202363999998,1.8638198956,1.8123979737,2.0449532125,1.8847247039,2.111489091,1.5048492938,1.6907313715999999
1978-05-31,1.4634865675,1.5552745630000002,1.6166997636000002,1.885256681,2.0256219349,1.9741584245,1.7804217731,1.9935486277,1.8126163456,2.0376440946
1978-06-30,1.349164356,1.5687126631000001,1.5706183113999999,1.8764128398,2.0827430534,1.6539480441999999,1.6615500733000002,2.1011818064,1.4067502764,1.1922433791
1978-07-31,1.5265270930000001,1.5198170975999998,1.7219969111000002,1.8109713455,2.2182499297,1.7840101819,1.7235458469999998,1.7967043700999998,1.9821234998,1.2334050779
1978-08-31,1.4409684755,1.6791822743,2.0009051147,2.0331132427000003,2.3837694335,2.0865170963,2.0357402531999997,2.2543794651,1.6242822394,1.5365467967
1978-09-30,1.5475026984,1.8133264303,2.1595292934,2.0028669769,2.5318722677000003,2.0557672088,2.1196403553,2.3226249504,1.7883396941,1.9133656623
1978-10-31,1.6512678459999999,2.2683989031,2.3105277239,2.7677378507999997,2.6579464107,3.1744725892,3.0048275019,3.7773206932999996,3.2494278569999997,3.2104802289
1978-11-30,1.4343325096000001,2.28121565,2.4248486806,2.7836684523,3.0037744048,3.0127927113,3.4352532461000003,4.0332467594,4.1002489172,3.4954350799
1978-12-31,1.0581558749,2.0308152065000002,2.0178116868,2.5213657678,2.4858326567,2.3363229051,2.9930587805,3.6435619464999998,3.4029604517000003,3.2108531145
1979-01-31,0.9754154803,1.7421339081,1.8799756637,2.167380699,2.4037408565000002,2.0402937325,2.659249041,3.1598062118,2.9037279224,2.2268272634
1979-02-28,1.4136607572,1.6787082859,1.9037681975999998,2.3346669018,1.8128317104,2.6393458888,2.9208993393,2.7780082647000004,2.3881661671,2.1837521055
1979-03-31,1.4399895749,1.4821172024,1.9693842283,2.1680948808,1.937674831,2.4166922297,2.6883588747000005,2.4244537498,2.2070196624,1.6531024887999999
1979-04-30,1.4297576621,1.6823343063999998,1.8878845216999998,1.9818136023,2.0417197605,2.2654194684999998,2.384003844,2.3500968822,2.7479716586,1.7162427324
1979-05-31,1.5559436468,1.4354725944,2.1256995969999997,1.7579291974000002,2.1868807491999998,1.99150525,2.4255638921,2.7930875017,2.1608033544,1.8028664284
1979-06-30,1.3426709528999998,1.5734340502000002,1.9242844635,1.8729775581,1.7982171997,2.1471413169,1.8850643628000001,2.4142762708000003,2.1719653364,1.6739277864
