dateff,mktrf,rf,tbl,ntis,infl,svar,dfy
20070629,-0.0196,0.004,0.0461,-0.011057192,0.001937975,0.001472429,0.0091
20070731,-0.0373,0.004,0.0482,-0.015250739,-0.000254377,0.002426262,0.0092
20070831,0.0092,0.0042,0.042,-0.012193656,-0.001833902,0.005134044,0.0086
20070928,0.0322,0.0032,0.0389,-0.013011135,0.002755907,0.001868431,0.0085
20071031,0.018,0.0032,0.039,-0.017956965,0.002139191,0.001682891,0.0082
20071130,-0.0483,0.0034,0.0327,-0.025209614,0.005939618,0.00563682,0.0096
20071231,-0.0087,0.0027,0.03,-0.04159086,-0.000670863,0.002345333,0.0116
20080131,-0.0636,0.0021,0.0275,-0.044186507,0.004970577,0.004831799,0.0121
20080229,-0.0309,0.0013,0.0212,-0.050636596,0.002904112,0.003225655,0.0129
20080331,-0.0093,0.0017,0.0126,-0.052875772,0.008668213,0.006337649,0.0138
20080430,0.046,0.0018,0.0129,-0.049831886,0.006064778,0.002903691,0.0142
20080530,0.0186,0.0018,0.0173,-0.046379119,0.008420886,0.001640662,0.0136
20080630,-0.0844,0.0017,0.0186,-0.048388689,0.010076997,0.003425177,0.0139
20080731,-0.0077,0.0015,0.0163,-0.04796779,0.005251011,0.004465911,0.0149
20080829,0.0153,0.0013,0.0172,-0.047467472,-0.003991562,0.003447891,0.0151
20080930,-0.0924,0.0015,0.0113,-0.050333214,-0.001383019,0.023774695,0.0166
20081031,-0.1723,0.0008,0.0067,-0.057679159,-0.010101333,0.058088493,0.0260
20081128,-0.0786,0.0003,0.0019,-0.054578046,-0.019152895,0.036257085,0.0309
20081231,0.0174,0,0.0003,-0.024795418,-0.010342474,0.020089947,0.0338
20090130,-0.0812,0,0.0013,-0.025376452,0.004352417,0.011971097,0.0309
20090227,-0.101,0.0001,0.003,-0.025293993,0.004972933,0.009961162,0.0281
20090331,0.0895,0.0002,0.0021,-0.03779079,0.002431749,0.020364428,0.0292
20090430,0.1019,0.0001,0.0016,-0.031389448,0.002496368,0.007551066,0.0300
20090529,0.0521,0,0.0018,-0.024806421,0.002888764,0.006381091,0.0252
20090630,0.0043,0.0001,0.0018,-0.022540228,0.008589892,0.003472523,0.0189
20090731,0.0772,0.0001,0.0018,-0.014190566,-0.001585587,0.003771153,0.0168
20090831,0.0333,0.0001,0.0017,-0.008173612,0.00224285,0.002177735,0.0132
20090930,0.0408,0.0001,0.0012,-6.30893E-05,0.000625481,0.001912658,0.0118
20091030,-0.0259,0,0.0007,0.003147293,0.000963101,0.003898019,0.0114
20091130,0.0556,0,0.0005,0.007464781,0.000707753,0.002001332,0.0113
20091231,0.0275,0.0001,0.0005,0.010534175,-0.001761198,0.000933454,0.0111
20100129,-0.0336,0,0.0006,0.013350084,0.003417474,0.001991705,0.0099
20100226,0.034,0,0.0011,0.013862576,0.000249207,0.002373256,0.0099
20100331,0.0631,0.0001,0.0015,0.026336935,0.004106284,0.000633437,0.0100
20100430,0.02,0.0001,0.0016,0.02661712,0.001736885,0.001793867,0.0096
20100528,-0.0789,0.0001,0.0016,0.025682674,0.000775197,0.008107791,0.0109
20100630,-0.0556,0.0001,0.0012,0.018726192,-0.000976267,0.005591726,0.0135
20100730,0.0693,0.0001,0.0016,0.015517881,0.000211043,0.003348826,0.0129
20100831,-0.0477,0.0001,0.0016,0.011119942,0.001380664,0.002704607,0.0117
20100930,0.0954,0.0001,0.0015,0.003239012,0.000581736,0.002337192,0.0113
20101029,0.0388,0.0001,0.0013,0.007144136,0.001245199,0.001080044,0.0104
20101130,0.006,0.0001,0.0014,0.014758996,0.000420646,0.001737916,0.0105
20101231,0.0682,0.0001,0.0014,0.012573447,0.001718441,0.00083212,0.0108
20110131,0.0199,0.0001,0.0015,0.015335963,0.00476323,0.00086324,0.0105
20110228,0.0349,0.0001,0.0013,0.015896172,0.004931365,0.001065549,0.0093
20110331,0.0045,0.0001,0.001,0.012454603,0.009751072,0.002347269,0.0090
20110429,0.029,0,0.0006,0.009363216,0.00643943,0.000636542,0.0086
20110531,-0.0127,0,0.0004,0.009095166,0.004704188,0.000934191,0.0082
20110630,-0.0175,0,0.0004,0.011719111,-0.001070967,0.002294749,0.0076
20110729,-0.0236,0,0.0004,0.012369536,0.000886046,0.001830759,0.0083
20110831,-0.0599,0.0001,0.0002,0.012768099,0.002757589,0.019222199,0.0099
20110930,-0.0759,0,0.0001,0.013093152,0.001518462,0.006915736,0.0118
20111031,0.1135,0,0.0002,0.007929168,-0.002062683,0.007400881,0.0139
20111130,-0.0028,0,0.0001,-0.004334173,-0.000843561,0.007679543,0.0127
20111230,0.0074,0,0.0001,-0.006494089,-0.002466516,0.002764065,0.0132
20120131,0.0505,0,0.0003,-0.013068733,0.004400191,0.000648156,0.0138
20120229,0.0442,0,0.0009,-0.014465084,0.004402974,0.000623691,0.0129
20120330,0.0311,0,0.0008,-0.013771428,0.007594559,0.001155302,0.0124
20120430,-0.0085,0,0.0008,-0.012402348,0.00302103,0.001627534,0.0123
20120531,-0.0619,0.0001,0.0009,-0.016060054,-0.001173479,0.001496093,0.0127
20120629,0.0389,0,0.0009,-0.019818703,-0.001466397,0.003437258,0.0138
20120731,0.0079,0,0.001,-0.021089524,-0.001629786,0.001552866,0.0147
20120831,0.0255,0.0001,0.001,-0.020534207,0.005565158,0.000727126,0.0143
20120928,0.0273,0.0001,0.0011,-0.018151636,0.004462212,0.001044683,0.0135
20121031,-0.0176,0.0001,0.001,-0.016441649,-0.000388925,0.000925526,0.0111
20121130,0.0078,0.0001,0.0009,-0.012809576,-0.004738087,0.001902651,0.0101
20121231,0.0118,0.0001,0.0007,-0.012256741,-0.002693065,0.001035712,0.0098
20130131,0.0557,0,0.0007,-0.00867824,0.002957304,0.00090677,0.0093
20130228,0.0129,0,0.001,-0.009524932,0.00819003,0.001242766,0.0095
20130328,0.0403,0,0.0009,-0.009549158,0.002614509,0.000484499,0.0092
20130430,0.0155,0,0.0006,-0.008667946,-0.00103964,0.00168273,0.0086
20130531,0.028,0,0.0004,-0.004688893,0.001780408,0.00101556,0.0084
20130628,-0.012,0,0.0005,0.000146367,0.002399708,0.002247641,0.0092
20130731,0.0565,0,0.0004,0.008390345,0.000393998,0.000502077,0.0098
20130830,-0.0271,0,0.0004,0.01035807,0.001202932,0.000950438,0.0088
20130930,0.0377,0,0.0002,0.010144594,0.001163005,0.000622229,0.0083
20131031,0.0418,0,0.0005,0.009647535,-0.002575283,0.001438361,0.0078
20131129,0.0312,0,0.0007,0.010345969,-0.002042424,0.000644417,0.0075
20131231,0.0281,0,0.0007,0.012184539,-8.58115E-05,0.000745536,0.0076
20140131,-0.0332,0,0.0004,0.013793184,0.003720248,0.001303569,0.0070
20140228,0.0465,0,0.0005,0.016619269,0.003697909,0.001253563,0.0065
20140331,0.0043,0,0.0005,0.016464192,0.006440044,0.000869064,0.0068
20140430,-0.0019,0,0.0003,0.016697256,0.003296755,0.001362664,0.0066
20140530,0.0206,0,0.0003,0.014026404,0.00349261,0.000555193,0.0060
20140630,0.0261,0,0.0004,0.01393093,0.001862127,0.000281999,0.0055
20140731,-0.0204,0,0.0003,0.008472981,-0.000390194,0.000949121,0.0057
20140829,0.0424,0,0.0003,0.006769699,-0.001670514,0.000546197,0.0061
20140930,-0.0197,0,0.0002,0.008024052,0.000752569,0.000721014,0.0069
20141031,0.0252,0,0.0002,0.00806826,-0.002512278,0.002943964,0.0077
20141128,0.0255,0,0.0002,0.00692583,-0.005399418,0.000150262,0.0087
20141231,-0.0006,0,0.0003,0.005642191,-0.005670101,0.001992841,0.0095
20150130,-0.0311,0,0.0003,0.000212059,-0.004705892,0.002226648,0.0099
20150227,0.0613,0,0.0002,-0.003763512,0.004343045,0.00081352,0.0090
20150331,-0.0112,0,0.0003,-0.006900185,0.005951722,0.00172038,0.0090
20150430,0.0059,0,0.0002,-0.007084795,0.002032873,0.000574338,0.0096
20150529,0.0136,0,0.0002,-0.007509597,0.005097232,0.000887003,0.0091
20150630,-0.0153,0,0.0002,-0.008097601,0.00350287,0.001052136,0.0094
20150731,0.0154,0,0.0003,-0.008069669,6.70472E-05,0.001159778,0.0105
20150831,-0.0604,0,0.0007,-0.009534847,-0.001416276,0.005846996,0.0115
20150930,-0.0308,0,0.0002,-0.012922817,-0.001556757,0.004053479,0.0127
20151030,0.0775,0,0.0002,-0.016208166,-0.000449684,0.001618901,0.0139
20151130,0.0056,0,0.0012,-0.017810131,-0.00211068,0.001118722,0.0140
20151231,-0.0217,0.0001,0.0023,-0.021610808,-0.003417096,0.002838566,0.0149
20160129,-0.0577,0.0001,0.0026,-0.020262332,0.001653102,0.004301248,0.0145
20160229,-0.0007,0.0002,0.0031,-0.024023277,0.000823077,0.002601507,0.0138
20160331,0.0696,0.0002,0.0029,-0.022999292,0.004306,0.001274177,0.0131
20160429,0.0092,0.0001,0.0023,-0.023553756,0.004741068,0.000817784,0.0117
20160531,0.0178,0.0001,0.0027,-0.027005163,0.004045791,0.000995577,0.0103
20160630,-0.0005,0.0002,0.0027,-0.028682753,0.003284366,0.002864437,0.0103
20160729,0.0395,0.0002,0.003,-0.031666425,-0.001618136,0.000477647,0.0094
20160831,0.005,0.0002,0.003,-0.030725398,0.00091843,0.000279168,0.0092
20160930,0.0025,0.0002,0.0029,-0.032610368,0.002403996,0.001673103,0.0090
20161031,-0.0202,0.0002,0.0033,-0.028997194,0.001246749,0.00036407,0.0087
20161130,0.0486,0.0001,0.0045,-0.027361005,-0.001555461,0.000946368,0.0085
20161230,0.0182,0.0003,0.0051,-0.025011606,0.000327321,0.000524022,0.0077
20170131,0.0194,0.0004,0.0051,-0.022562162,0.005827728,0.000331203,0.0074
20170228,0.0357,0.0004,0.0052,-0.018620967,0.003146117,0.000224286,0.0069
20170331,0.0017,0.0003,0.0074,-0.016150661,0.000812798,0.000562886,0.0067
20170428,0.0109,0.0005,0.008,-0.015497232,0.002965533,0.000383896,0.0070
20170531,0.0106,0.0006,0.0089,-0.010100359,0.000854722,0.000501932,0.0070
20170630,0.0078,0.0006,0.0098,-0.009702263,0.000907111,0.000449952,0.0069
20170731,0.0187,0.0007,0.0107,-0.013103943,-0.000689923,0.000258164,0.0069
20170831,0.0016,0.0009,0.0101,-0.01213793,0.002994452,0.000752794,0.0068
20170929,0.0251,0.0009,0.0103,-0.011027418,0.005294906,0.000251328,0.0067
20171031,0.0225,0.0009,0.0107,-0.012358283,-0.000632042,0.000224431,0.0072
20171130,0.0312,0.0008,0.0123,-0.012242601,2.43247E-05,0.000360516,0.0070
20171229,0.0106,0.0009,0.0132,-0.019946124,-0.000587832,0.000238835,0.0071
20180131,0.0558,0.0011,0.0141,-0.015914671,0.005447745,0.000771785,0.0071
20180228,-0.0365,0.0011,0.0157,-0.015100437,0.00453469,0.005321468,0.0069
20180329,-0.0235,0.0012,0.017,-0.012535134,0.002261126,0.003242701,0.0077
20180430,0.0029,0.0014,0.0176,-0.012871499,0.003975092,0.002370142,0.0082
20180531,0.0265,0.0014,0.0186,-0.01321842,0.004158917,0.000916505,0.0083
20180629,0.0048,0.0014,0.019,-0.016144513,0.001593876,0.000618541,0.0087
20180731,0.0319,0.0016,0.0196,-0.01170647,6.75E-05,0.000653241,0.0092
20180831,0.0344,0.0016,0.0203,-0.01594005,0.000555542,0.000478571,0.0089
20180928,0.0006,0.0015,0.0213,-0.015685321,0.001162025,0.000232072,0.0090
20181031,-0.0768,0.0019,0.0225,-0.015957342,0.001766763,0.004590011,0.0093
20181130,0.0169,0.0018,0.0233,-0.019933894,-0.003349349,0.002856067,0.0100
20181231,-0.0955,0.0019,0.0237,-0.014207361,-0.003193963,0.006859556,0.0111
